cardnumber,cardname,page_title,card_type_raw,work_title,group,unit,cost,blade,blade_heart_raw,base_hearts_raw,required_hearts_raw,score,effect_text_raw,source_url,card_type_norm,base_hearts_counts_json,base_hearts_total,base_hearts_tags_json,required_hearts_counts_json,required_hearts_total,required_hearts_tags_json,blade_heart_counts_json,blade_heart_total,blade_heart_tags_json,effect_text_norm,effect_text_status,effect_text_is_no_ability,effect_tokens_json,tok_blade_icon_n,tok_energy_icon_n,tok_all_heart_n,tok_score_delta_icon,tok_unknown_tags_n,blade_heart_special_counts_json,blade_heart_draw_n,blade_heart_score_n,blade_heart_colorless_n,manual_override_applied,manual_override_reason
PL!N-bp4-027,EMOTION,PL!N-bp4-027 EMOTION - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,ライブ,ラブライブ！虹ヶ咲学園スクールアイドル同好会,虹ヶ咲,,,,<ALL>,,<緑> 2 <青> 1 <任意> 2 (合計5),2.0,"<ライブ開始時>
自分の成功ライブカード置き場にあるカード名が「EMOTION」のカード1枚につき、このカードのスコアを+2、成功させるための必要ハートを
<任意>
<任意>
<任意>
増やす。",https://wikiwiki.jp/llocardgame/PL%21N-bp4-027%20EMOTION,LIVE,{},0,[],{},5,[],"{""all"": 1}",1,[],"<ライブ開始時>
自分の成功ライブカード置き場にあるカード名が「EMOTION」のカード1枚につき、このカードのスコアを+2、成功させるための必要ハートを
<任意>
<任意>
<任意>
増やす。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!N-bp4-028,stars we chase,PL!N-bp4-028 stars we chase - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,ライブ,ラブライブ！虹ヶ咲学園スクールアイドル同好会,虹ヶ咲,,,,<ALL>,,<桃> 2 <黄> 2 <任意> 1 (合計5),2.0,"<ライブ開始時>
自分の控え室にカード名の異なる『虹ヶ咲』のライブカードが4枚以上ある場合、このカードのスコアを+1する。6枚以上ある場合、代わりにスコアを+2する。",https://wikiwiki.jp/llocardgame/PL%21N-bp4-028%20stars%20we%20chase,LIVE,{},0,[],{},5,[],"{""all"": 1}",1,[],"<ライブ開始時>
自分の控え室にカード名の異なる『虹ヶ咲』のライブカードが4枚以上ある場合、このカードのスコアを+1する。6枚以上ある場合、代わりにスコアを+2する。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!N-bp4-029,Rise Up High!,PL!N-bp4-029 Rise Up High! - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,ライブ,ラブライブ！虹ヶ咲学園スクールアイドル同好会,虹ヶ咲,,,,<ALL>,,<青> 2 <任意> 1 (合計3),1.0,"<ライブ開始時>
このゲームの1ターン目のライブフェイズの場合、このカードのスコアを+1し、ライブ終了時まで、自分のステージにいる『虹ヶ咲』のメンバー1人は、
<(ブレード)>
を得る。",https://wikiwiki.jp/llocardgame/PL%21N-bp4-029%20Rise%20Up%20High%21,LIVE,{},0,[],{},3,[],"{""all"": 1}",1,[],"<ライブ開始時>
このゲームの1ターン目のライブフェイズの場合、このカードのスコアを+1し、ライブ終了時まで、自分のステージにいる『虹ヶ咲』のメンバー1人は、
<(ブレード)>
を得る。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""tags"": [], ""blade_icon_n"": 1, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": []}",1,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!N-bp4-030,Daydream Mermaid,PL!N-bp4-030 Daydream Mermaid - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,ライブ,ラブライブ！虹ヶ咲学園スクールアイドル同好会,虹ヶ咲,,,,<ALL>,,<青> 1 <紫> 3 <任意> 4 (合計8),3.0,"<ライブ成功時>
以下から1つを選ぶ。自分の成功ライブカード置き場に『虹ヶ咲』のカードがある場合、代わりに1つ以上を選ぶ。
・自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。
・自分の控え室からメンバーカードを1枚手札に加える。",https://wikiwiki.jp/llocardgame/PL%21N-bp4-030%20Daydream%20Mermaid,LIVE,{},0,[],{},8,[],"{""all"": 1}",1,[],"<ライブ成功時>
以下から1つを選ぶ。自分の成功ライブカード置き場に『虹ヶ咲』のカードがある場合、代わりに1つ以上を選ぶ。
・自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。
・自分の控え室からメンバーカードを1枚手札に加える。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!N-bp4-031,"NEO SKY, NEO MAP!","PL!N-bp4-031 NEO SKY, NEO MAP! - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*",ライブ,ラブライブ！虹ヶ咲学園スクールアイドル同好会,虹ヶ咲,,,,<スコア+1>,,<桃> 1 <赤> 1 <黄> 1 <緑> 1 <青> 1 <紫> 1 <任意> 12 (合計18),8.0,"<ライブ開始時>
自分のステージのエリアすべてに『虹ヶ咲』のメンバーがいて、かつそれらのコスト合計が20以上の場合、カードを3枚引き、自分の手札を3枚好きな順番でデッキの上に置く。",https://wikiwiki.jp/llocardgame/PL%21N-bp4-031%20NEO%20SKY%2C%20NEO%20MAP%21,LIVE,{},0,[],{},18,[],{},0,[],"<ライブ開始時>
自分のステージのエリアすべてに『虹ヶ咲』のメンバーがいて、かつそれらのコスト合計が20以上の場合、カードを3枚引き、自分の手札を3枚好きな順番でデッキの上に置く。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 1, ""colorless"": 0}",0,1,0,,
PL!N-bp4-032,Blue!,PL!N-bp4-032 Blue! - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,ライブ,ラブライブ！虹ヶ咲学園スクールアイドル同好会,虹ヶ咲,A・ZU・NA,,,<ALL>,,<桃> 1 <赤> 1 <青> 1 <任意> 4 (合計7),3.0,(なし),https://wikiwiki.jp/llocardgame/PL%21N-bp4-032%20Blue%21,LIVE,{},0,[],{},7,[],"{""all"": 1}",1,[],(なし),NO_ABILITY,1,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!N-bp5-001,上原歩夢,PL!N-bp5-001 上原歩夢 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,虹ヶ咲,A・ZU・NA,5.0,4.0,なし,なし,,,"<自動>
<ターン1回>
自分がエールしたとき、エールにより公開された自分のカードが持つブレードハートの中に
<桃>
、
<赤>
、
<黄>
、
<緑>
、
<青>
、
<紫>
、
<ALL>
のうち、3種類以上ある場合、ライブ終了時まで、
<桃>
を得る。6種類以上ある場合、さらにライブ終了時まで、『
<常時>
ライブの合計スコアを+1する。』を得る。",https://wikiwiki.jp/llocardgame/PL%21N-bp5-001%20%E4%B8%8A%E5%8E%9F%E6%AD%A9%E5%A4%A2,MEMBER,{},0,[],{},0,[],{},0,[],"<自動>
<ターン1回>
自分がエールしたとき、エールにより公開された自分のカードが持つブレードハートの中に
<桃>
、
<赤>
、
<黄>
、
<緑>
、
<青>
、
<紫>
、
<ALL>
のうち、3種類以上ある場合、ライブ終了時まで、
<桃>
を得る。6種類以上ある場合、さらにライブ終了時まで、『
<常時>
ライブの合計スコアを+1する。』を得る。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!N-bp5-002,中須かすみ,PL!N-bp5-002 中須かすみ - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,虹ヶ咲,QU4RTZ,15.0,5.0,<黄>,<黄> 3 <緑> 1 <青> 1 <紫> 1,,,"<常時>
自分と相手のステージの中で、このメンバーがほかのすべてのメンバーより多くのハートを持つかぎり、ライブの合計スコアを+1する。",https://wikiwiki.jp/llocardgame/PL%21N-bp5-002%20%E4%B8%AD%E9%A0%88%E3%81%8B%E3%81%99%E3%81%BF,MEMBER,{},0,[],{},0,[],"{""yellow"": 1}",1,[],"<常時>
自分と相手のステージの中で、このメンバーがほかのすべてのメンバーより多くのハートを持つかぎり、ライブの合計スコアを+1する。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!N-bp5-003,桜坂しずく,PL!N-bp5-003 桜坂しずく - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,虹ヶ咲,A・ZU・NA,11.0,4.0,<青>,<桃> 1 <赤> 1 <黄> 1 <青> 1,,,"<起動>
<ターン1回>
手札を1枚控え室に置く：自分の控え室にあるライブカードを1枚選び、そのカードのスコアに等しい数の
<(E)>
を支払ってもよい。そうした場合、そのライブカードを手札に加える。",https://wikiwiki.jp/llocardgame/PL%21N-bp5-003%20%E6%A1%9C%E5%9D%82%E3%81%97%E3%81%9A%E3%81%8F,MEMBER,{},0,[],{},0,[],"{""blue"": 1}",1,[],"<起動>
<ターン1回>
手札を1枚控え室に置く：自分の控え室にあるライブカードを1枚選び、そのカードのスコアに等しい数の
<(E)>
を支払ってもよい。そうした場合、そのライブカードを手札に加える。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""tags"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 1, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": []}",0,1,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!N-bp5-004,朝香果林,PL!N-bp5-004 朝香果林 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,虹ヶ咲,DiverDiva,7.0,4.0,なし,<青> 1,,,"<登場>
/
<ライブ開始時>
このメンバーをウェイトにしてもよい：相手のステージにいる元々持つ
<(ブレード)>
の数がちょうど4つのメンバー1人をウェイトにする。
（ウェイト状態のメンバーが持つ
<(ブレード)>
は、エールで公開する枚数を増やさない。）",https://wikiwiki.jp/llocardgame/PL%21N-bp5-004%20%E6%9C%9D%E9%A6%99%E6%9E%9C%E6%9E%97,MEMBER,{},0,[],{},0,[],{},0,[],"<登場>
/
<ライブ開始時>
このメンバーをウェイトにしてもよい：相手のステージにいる元々持つ
<(ブレード)>
の数がちょうど4つのメンバー1人をウェイトにする。
（ウェイト状態のメンバーが持つ
<(ブレード)>
は、エールで公開する枚数を増やさない。）",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""tags"": [], ""blade_icon_n"": 2, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": []}",2,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!N-bp5-005,宮下愛,PL!N-bp5-005 宮下愛 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,虹ヶ咲,DiverDiva,9.0,4.0,なし,<赤> 1 <青> 1,,,"<自動>
このメンバーがステージから控え室に置かれたとき、このメンバーがコスト10以上のブレードハートを持たない『虹ヶ咲』のメンバーとバトンタッチしていた場合、エネルギーを2枚アクティブにする。コスト15以上のブレードハートを持たない『虹ヶ咲』のメンバーの場合、さらにカードを1枚引く。",https://wikiwiki.jp/llocardgame/PL%21N-bp5-005%20%E5%AE%AE%E4%B8%8B%E6%84%9B,MEMBER,{},0,[],{},0,[],{},0,[],"<自動>
このメンバーがステージから控え室に置かれたとき、このメンバーがコスト10以上のブレードハートを持たない『虹ヶ咲』のメンバーとバトンタッチしていた場合、エネルギーを2枚アクティブにする。コスト15以上のブレードハートを持たない『虹ヶ咲』のメンバーの場合、さらにカードを1枚引く。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!N-bp5-006,近江彼方,PL!N-bp5-006 近江彼方 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,虹ヶ咲,QU4RTZ,15.0,6.0,<紫>,<桃> 1 <黄> 2 <青> 1 <紫> 3,,,"<常時>
このメンバーは自分のアクティブフェイズにアクティブにできない。
<ライブ成功時>
自分のステージにこのメンバー以外のメンバーがいる場合、このメンバーをウェイトにする。",https://wikiwiki.jp/llocardgame/PL%21N-bp5-006%20%E8%BF%91%E6%B1%9F%E5%BD%BC%E6%96%B9,MEMBER,{},0,[],{},0,[],"{""purple"": 1}",1,[],"<常時>
このメンバーは自分のアクティブフェイズにアクティブにできない。
<ライブ成功時>
自分のステージにこのメンバー以外のメンバーがいる場合、このメンバーをウェイトにする。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!N-bp5-007,優木せつ菜,PL!N-bp5-007 優木せつ菜 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,虹ヶ咲,A・ZU・NA,7.0,2.0,なし,<赤> 2,,,"<ライブ開始時>
自分と相手の成功ライブカード置き場にあるカードの枚数が同じ場合、ライブ終了時まで、
<赤>
<赤>
を得る。
<ライブ成功時>
自分が余剰ハートを1つ以上持っている場合、カードを2枚引き、手札を1枚控え室に置く。",https://wikiwiki.jp/llocardgame/PL%21N-bp5-007%20%E5%84%AA%E6%9C%A8%E3%81%9B%E3%81%A4%E8%8F%9C,MEMBER,{},0,[],{},0,[],{},0,[],"<ライブ開始時>
自分と相手の成功ライブカード置き場にあるカードの枚数が同じ場合、ライブ終了時まで、
<赤>
<赤>
を得る。
<ライブ成功時>
自分が余剰ハートを1つ以上持っている場合、カードを2枚引き、手札を1枚控え室に置く。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!N-bp5-008,エマ・ヴェルデ,PL!N-bp5-008 エマ・ヴェルデ - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,虹ヶ咲,QU4RTZ,10.0,3.0,なし,<桃> 1 <黄> 1 <緑> 2,,,"<起動>
<ターン1回>
エネルギー置き場にあるエネルギー1枚をこのメンバーの下に置く：エネルギーを2枚アクティブにする。",https://wikiwiki.jp/llocardgame/PL%21N-bp5-008%20%E3%82%A8%E3%83%9E%E3%83%BB%E3%83%B4%E3%82%A7%E3%83%AB%E3%83%87,MEMBER,{},0,[],{},0,[],{},0,[],"<起動>
<ターン1回>
エネルギー置き場にあるエネルギー1枚をこのメンバーの下に置く：エネルギーを2枚アクティブにする。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!N-bp5-009,天王寺璃奈,PL!N-bp5-009 天王寺璃奈 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,虹ヶ咲,QU4RTZ,4.0,2.0,<紫>,<紫> 1,,,"<登場>
このメンバーをウェイトにし、手札を1枚控え室に置いてもよい：自分のデッキの上からカードを5枚見る。その中からコスト9以上の『虹ヶ咲』のメンバーカードを1枚公開して手札に加えてもよい。残りを控え室に置く。",https://wikiwiki.jp/llocardgame/PL%21N-bp5-009%20%E5%A4%A9%E7%8E%8B%E5%AF%BA%E7%92%83%E5%A5%88,MEMBER,{},0,[],{},0,[],"{""purple"": 1}",1,[],"<登場>
このメンバーをウェイトにし、手札を1枚控え室に置いてもよい：自分のデッキの上からカードを5枚見る。その中からコスト9以上の『虹ヶ咲』のメンバーカードを1枚公開して手札に加えてもよい。残りを控え室に置く。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!N-bp5-010,三船栞子,PL!N-bp5-010 三船栞子 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,虹ヶ咲,R3BIRTH,13.0,3.0,<緑>,<緑> 3 <青> 1 <紫> 2,,,"<ライブ成功時>
自分が余剰ハートを持たない場合、ライブの合計スコアを+1する。自分が余剰ハートを2つ以上持つ場合、ライブの合計スコアを-1する。この効果ではライブの合計スコアは0未満にならない。",https://wikiwiki.jp/llocardgame/PL%21N-bp5-010%20%E4%B8%89%E8%88%B9%E6%A0%9E%E5%AD%90,MEMBER,{},0,[],{},0,[],"{""green"": 1}",1,[],"<ライブ成功時>
自分が余剰ハートを持たない場合、ライブの合計スコアを+1する。自分が余剰ハートを2つ以上持つ場合、ライブの合計スコアを-1する。この効果ではライブの合計スコアは0未満にならない。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!N-bp5-011,ミア・テイラー,PL!N-bp5-011 ミア・テイラー - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,虹ヶ咲,R3BIRTH,11.0,2.0,<黄>,<桃> 2 <黄> 2 <緑> 1,,,"<登場>
以下から1つを選ぶ。
・自分の控え室にカード名が異なるライブカードが3枚以上ある場合、自分の控え室からライブカードを1枚手札に加える。
・自分の控え室にグループ名が異なるライブカードが3枚以上ある場合、自分の控え室からライブカードを2枚手札に加える。",https://wikiwiki.jp/llocardgame/PL%21N-bp5-011%20%E3%83%9F%E3%82%A2%E3%83%BB%E3%83%86%E3%82%A4%E3%83%A9%E3%83%BC,MEMBER,{},0,[],{},0,[],"{""yellow"": 1}",1,[],"<登場>
以下から1つを選ぶ。
・自分の控え室にカード名が異なるライブカードが3枚以上ある場合、自分の控え室からライブカードを1枚手札に加える。
・自分の控え室にグループ名が異なるライブカードが3枚以上ある場合、自分の控え室からライブカードを2枚手札に加える。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!N-bp5-012,鐘嵐珠,PL!N-bp5-012 鐘嵐珠 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,虹ヶ咲,R3BIRTH,13.0,4.0,<桃>,<桃> 2 <赤> 2 <紫> 1,,,"<起動>
<ターン1回>
エネルギー置き場にあるエネルギー1枚をこのメンバーの下に置く：カードを1枚引き、ライブ終了時まで、
<桃>
を得る。
<ライブ成功時>
ライブの合計スコアが相手より高い場合、自分のエネルギーデッキから、このメンバーの下にあるエネルギーカードの枚数に1を足した枚数のエネルギーカードをウェイト状態で置く。",https://wikiwiki.jp/llocardgame/PL%21N-bp5-012%20%E9%90%98%E5%B5%90%E7%8F%A0,MEMBER,{},0,[],{},0,[],"{""pink"": 1}",1,[],"<起動>
<ターン1回>
エネルギー置き場にあるエネルギー1枚をこのメンバーの下に置く：カードを1枚引き、ライブ終了時まで、
<桃>
を得る。
<ライブ成功時>
ライブの合計スコアが相手より高い場合、自分のエネルギーデッキから、このメンバーの下にあるエネルギーカードの枚数に1を足した枚数のエネルギーカードをウェイト状態で置く。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!N-bp5-013,上原歩夢,PL!N-bp5-013 上原歩夢 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,虹ヶ咲,A・ZU・NA,2.0,1.0,<桃>,<桃> 1,,,"<ライブ開始時>
自分のステージにエネルギーカードが下にあるメンバーがいる場合、ライブ終了時まで、
<桃>
を得る。",https://wikiwiki.jp/llocardgame/PL%21N-bp5-013%20%E4%B8%8A%E5%8E%9F%E6%AD%A9%E5%A4%A2,MEMBER,{},0,[],{},0,[],"{""pink"": 1}",1,[],"<ライブ開始時>
自分のステージにエネルギーカードが下にあるメンバーがいる場合、ライブ終了時まで、
<桃>
を得る。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!N-bp5-014,中須かすみ,PL!N-bp5-014 中須かすみ - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,虹ヶ咲,QU4RTZ,4.0,2.0,<黄>,<黄> 1,,,"<起動>
<ターン1回>
<(E)>
<(E)>
手札を1枚控え室に置く：自分の控え室から『虹ヶ咲』のライブカードを1枚手札に加える。",https://wikiwiki.jp/llocardgame/PL%21N-bp5-014%20%E4%B8%AD%E9%A0%88%E3%81%8B%E3%81%99%E3%81%BF,MEMBER,{},0,[],{},0,[],"{""yellow"": 1}",1,[],"<起動>
<ターン1回>
<(E)>
<(E)>
手札を1枚控え室に置く：自分の控え室から『虹ヶ咲』のライブカードを1枚手札に加える。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""tags"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 2, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": []}",0,2,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!N-bp5-015,桜坂しずく,PL!N-bp5-015 桜坂しずく - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,虹ヶ咲,A・ZU・NA,4.0,0.0,<青>,<赤> 1 <青> 1,,,"<ライブ開始時>
自分のステージにいるメンバーが持つハートの中に
<桃>
、
<赤>
、
<黄>
、
<緑>
、
<青>
、
<紫>
がすべてある場合、ライブ終了時まで、
<(ブレード)>
<(ブレード)>
を得る。",https://wikiwiki.jp/llocardgame/PL%21N-bp5-015%20%E6%A1%9C%E5%9D%82%E3%81%97%E3%81%9A%E3%81%8F,MEMBER,{},0,[],{},0,[],"{""blue"": 1}",1,[],"<ライブ開始時>
自分のステージにいるメンバーが持つハートの中に
<桃>
、
<赤>
、
<黄>
、
<緑>
、
<青>
、
<紫>
がすべてある場合、ライブ終了時まで、
<(ブレード)>
<(ブレード)>
を得る。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""tags"": [], ""blade_icon_n"": 2, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": []}",2,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!N-bp5-016,朝香果林,PL!N-bp5-016 朝香果林 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,虹ヶ咲,DiverDiva,2.0,1.0,<青>,<青> 1,,,"<ライブ成功時>
カードを1枚引き、手札を1枚控え室に置く。",https://wikiwiki.jp/llocardgame/PL%21N-bp5-016%20%E6%9C%9D%E9%A6%99%E6%9E%9C%E6%9E%97,MEMBER,{},0,[],{},0,[],"{""blue"": 1}",1,[],"<ライブ成功時>
カードを1枚引き、手札を1枚控え室に置く。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
