audit_id,cardnumber,cardname,effect_text,trigger,families,phase3_classification,phase4_classification,runtime_checked,trigger_reached,resolver_reached,effect_resolved,state_result,cleanup_result,undo_result,ui_result,implementation_files,functions,pending_kind,evidence,confidence,notes
PL!S-bp6-009#A01,PL!S-bp6-009,黒澤ルビィ,相手の成功ライブカード置き場にあるカードの枚数が自分より多いかぎり、その差に等しい数の<(ブレード)>を得る。,BODY,ブレード付与;成功置き場参照;相手成功置き場参照;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_S-bp6-009_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!S-bp7-005#A04,PL!S-bp7-005,渡辺曜,自分の控え室にあるメンバーカード1枚を、自分のステージにいるメンバー1人の下に置く。,登場,登場時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,STATIC_ANALYSIS_INCONCLUSIVE,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,llocg_ui/engine.py,green_member_any_to_stage_member_under;green_member_any_to_stage_member_under,,static_evidence/PL_S-bp7-005_A04.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!S-bp7-006#A01,PL!S-bp7-006,津島善子,自分のデッキの下からカードを3枚控え室に置く。それらがすべて『Aqours』のメンバーカードの場合、ライブ終了時まで、<緑>を得る。,ライブ開始時,名前・グループ・ユニット条件;ライブ終了時cleanup;ライブ開始時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,YES,NO,NO,NO,STATE_RECORDED,NOT_RUN_FULL_CLEANUP,UNDO_NOT_EXACT_OR_NOT_REACHED,UI_JSON_RECORDED,,,,_codex_outputs/effect_full_audit_phase4_20260716/state/PL_S_bp7_006_A01,low,Search evidence is insufficient to confirm either implementation or absence.
PL!S-bp7-015#A01,PL!S-bp7-015,津島善子,自分のデッキの下からカードを1枚控え室に置く。それがライブカードの場合、ライブ終了時まで、<赤>を得る。,BODY,ライブ終了時cleanup;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_S-bp7-015_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!S-bp7-016#A01,PL!S-bp7-016,国木田花丸,自分のステージにメンバーが3人以上いるかぎり、<赤><緑><青>を得る。,BODY,常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_S-bp7-016_A01.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!S-bp7-022#A01,PL!S-bp7-022,恋になりたいAQUARIUM,自分のエールは、デッキの上から行う代わりにデッキの下から行う。,BODY,常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_S-bp7-022_A01.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!S-pb1-006#A01,PL!S-pb1-006,津島善子,手札のライブカードを1枚公開する：相手は手札を1枚控え室に置いてもよい。そうしなかった場合、ライブ終了時まで、<(ブレード)><(ブレード)><(ブレード)><(ブレード)>を得る。,BODY,手札を捨てる;ブレード付与;ライブ終了時cleanup;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_S-pb1-006_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!S-pb1-009#A01,PL!S-pb1-009,黒澤ルビィ,自分と相手の成功ライブカード置き場にカードが合計3枚以上ある場合、<(ブレード)><(ブレード)><(ブレード)>を得る。,BODY,ブレード付与;成功置き場参照;相手成功置き場参照;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_S-pb1-009_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!S-pb1-019#A03,PL!S-pb1-019,元気全開DAY！DAY！DAY！,自分のステージいる『Aqours』のメンバーが持つハートに、<赤>が合計6個以上ある場合、このカードの<ライブ成功時>能力を無効にする。,ライブ開始時,名前・グループ・ユニット条件;ライブ開始時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,STATIC_ANALYSIS_INCONCLUSIVE,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,llocg_ui/engine.py,stage_group_heart_total_disable_live_success;stage_group_heart_total_disable_live_success,,static_evidence/PL_S-pb1-019_A03.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!SP-PR-022#A01,PL!SP-PR-022,若菜四季,自分と相手のステージにメンバーが合計6人いるかぎり、<赤><黄>を得る。,BODY,常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-PR-022_A01.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!SP-PR-026#A02,PL!SP-PR-026,鬼塚夏美,自分のライブカード置き場にあるライブカードのスコアの合計が8以上の場合、『<常時>ライブの合計スコアを+1する。』を得る。,ライブ開始時,スコア加算;名前・グループ・ユニット条件;ライブ開始時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,STATIC_ANALYSIS_INCONCLUSIVE,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,llocg_ui/engine.py,body_always_live_zone_score_sum_gte_score;body_always_noop,,static_evidence/PL_SP-PR-026_A02.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!SP-bp1-001#A01,PL!SP-bp1-001,澁谷かのん,自分のステージにほかのメンバーがいない場合、自分はライブできない。,BODY,常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-bp1-001_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!SP-bp1-003#A01,PL!SP-bp1-003,嵐千砂都,手札にあるメンバーカードを好きな枚数公開する：公開したカードのコストの合計が、10、20、30、40、50のいずれかの場合、ライブ終了時まで、「<常時>ライブの合計スコアを+1する。」を得る。,BODY,スコア加算;ライブ終了時cleanup;常時効果,IMPLEMENTED_ROUTE_UNVERIFIED,STATIC_FALSE_POSITIVE,YES,NO,NO,NO,STATE_RECORDED,NOT_RUN_FULL_CLEANUP,UNDO_EXACT_MATCH,UI_JSON_RECORDED,,,,_codex_outputs/effect_full_audit_phase4_20260716/state/PL_SP_bp1_003_A01,low,"Some route/op evidence exists, but this static pass does not prove end-to-end reachability."
PL!SP-bp1-004#A01,PL!SP-bp1-004,平安名すみれ,ステージのセンターエリアにいる場合、<(ブレード)><(ブレード)><(ブレード)><(ブレード)><(ブレード)>を得る。,BODY,ブレード付与;常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-bp1-004_A01.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!SP-bp2-001#A02,PL!SP-bp2-001,澁谷かのん,自分のステージにいる『Liella!』メンバー1人のすべての<ライブ開始時>能力を、ライブ終了時まで、無効にしてもよい。これにより無効にした場合、自分の控え室から『Liella!』のカードを1枚手札に加える。,登場,手札を捨てる;控え室から回収;名前・グループ・ユニット条件;ライブ終了時cleanup;登場時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,STATIC_ANALYSIS_INCONCLUSIVE,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,llocg_ui/engine.py,disable_stage_group_live_start_then_retrieve;disable_stage_group_live_start_then_retrieve,,static_evidence/PL_SP-bp2-001_A02.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!SP-bp2-004#A01,PL!SP-bp2-004,平安名すみれ,自分のステージにいるメンバーのうち、センターエリアにいるメンバーが最も大きいコストを持つ場合、<黄>を得る。,BODY,常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-bp2-004_A01.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!SP-bp2-006#A03,PL!SP-bp2-006,桜小路きな子,バトンタッチして登場した場合、このバトンタッチで控え室に置かれた『Liella!』のメンバーカードを1枚手札に加える。,登場,手札を捨てる;控え室から回収;名前・グループ・ユニット条件;登場時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,STATIC_ANALYSIS_INCONCLUSIVE,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,llocg_ui/engine.py,retrieve_baton_old_group_member_to_hand;retrieve_baton_old_group_member_to_hand,,static_evidence/PL_SP-bp2-006_A03.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!SP-bp2-006#A04,PL!SP-bp2-006,桜小路きな子,バトンタッチして登場した場合、このバトンタッチで控え室に置かれた『Liella!』のメンバーカードを1枚手札に加える。,登場,手札を捨てる;控え室から回収;名前・グループ・ユニット条件;登場時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,STATIC_ANALYSIS_INCONCLUSIVE,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,llocg_ui/engine.py,retrieve_baton_old_group_member_to_hand;retrieve_baton_old_group_member_to_hand,,static_evidence/PL_SP-bp2-006_A04.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!SP-bp2-008#A01,PL!SP-bp2-008,若菜四季,<(E)>：このメンバーがいるエリアとは別の自分のエリア1つを選ぶ。このメンバーをそのエリアに移動する。選んだエリアにメンバーがいる場合、そのメンバーは、このメンバーがいたエリアに移動させる。,BODY,常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-bp2-008_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!SP-bp2-010#A01,PL!SP-bp2-010,ウィーン・マルガレーテ,相手のライブカード置き場にあるすべてのライブカードは、成功させるための必要ハートが<任意>多くなる。,BODY,常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-bp2-010_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!SP-bp4-003#A02,PL!SP-bp4-003,嵐千砂都,<(ブレード)><(ブレード)>を得る。,BODY,ブレード付与;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-bp4-003_A02.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!SP-bp4-004#A01,PL!SP-bp4-004,平安名すみれ,このカードのプレイに際し、2人のメンバーとバトンタッチしてもよい。,BODY,常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-bp4-004_A01.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!SP-bp4-009#A01,PL!SP-bp4-009,鬼塚夏美,自分のステージにいるメンバーのコストが相手より低いかぎり、<(ブレード)><(ブレード)><(ブレード)>を得る。,BODY,ブレード付与;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-bp4-009_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!SP-bp4-016#A01,PL!SP-bp4-016,葉月恋,カードの効果で自分のエネルギー置き場にエネルギーカードが置かれるたび、ライブ終了時まで、<紫>を得る。,BODY,エネルギー;ライブ終了時cleanup;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-bp4-016_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!SP-bp4-021#A01,PL!SP-bp4-021,ウィーン・マルガレーテ,自分のエネルギーが相手より多いかぎり、<紫>を得る。,BODY,エネルギー;常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-bp4-021_A01.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!SP-bp5-003#A01,PL!SP-bp5-003,嵐千砂都,コスト10の『Liella!』のメンバーカードを自分の手札から登場させるためのコストは2減る。,BODY,名前・グループ・ユニット条件;常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-bp5-003_A01.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!SP-bp5-005#A01,PL!SP-bp5-005,葉月恋,デッキの上からカードを3枚控え室に置く：ライブ終了時まで、これにより控え室に置いた『Liella!』のメンバーカード1枚につき、<(ブレード)>を得る。,BODY,ブレード付与;名前・グループ・ユニット条件;ライブ終了時cleanup;常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-bp5-005_A01.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!SP-bp5-005#A02,PL!SP-bp5-005,葉月恋,自分のメインフェイズの際、自分のカードが1枚以上いずれかの領域から控え室に置かれるたび、<(E)>支払ってもよい。そうした場合、それらのカードの中から1枚手札に加える。,BODY,手札を捨てる;控え室から回収;常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-bp5-005_A02.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!SP-bp5-011#A01,PL!SP-bp5-011,鬼塚冬毬,を得る。,BODY,常時効果,IMPLEMENTED_ROUTE_UNVERIFIED,STATIC_FALSE_POSITIVE,YES,NO,NO,NO,STATE_RECORDED,NOT_RUN_FULL_CLEANUP,UNDO_EXACT_MATCH,UI_JSON_RECORDED,,,,_codex_outputs/effect_full_audit_phase4_20260716/state/PL_SP_bp5_011_A01,low,"Some route/op evidence exists, but this static pass does not prove end-to-end reachability."
PL!SP-bp5-011#A02,PL!SP-bp5-011,鬼塚冬毬,を得る。,BODY,常時効果,IMPLEMENTED_ROUTE_UNVERIFIED,STATIC_FALSE_POSITIVE,YES,NO,NO,NO,STATE_RECORDED,NOT_RUN_FULL_CLEANUP,UNDO_EXACT_MATCH,UI_JSON_RECORDED,,,,_codex_outputs/effect_full_audit_phase4_20260716/state/PL_SP_bp5_011_A02,low,"Some route/op evidence exists, but this static pass does not prove end-to-end reachability."
PL!SP-bp5-011#A03,PL!SP-bp5-011,鬼塚冬毬,を得る。,BODY,常時効果,IMPLEMENTED_ROUTE_UNVERIFIED,STATIC_FALSE_POSITIVE,YES,NO,NO,NO,STATE_RECORDED,NOT_RUN_FULL_CLEANUP,UNDO_EXACT_MATCH,UI_JSON_RECORDED,,,,_codex_outputs/effect_full_audit_phase4_20260716/state/PL_SP_bp5_011_A03,low,"Some route/op evidence exists, but this static pass does not prove end-to-end reachability."
PL!SP-bp5-012#A01,PL!SP-bp5-012,澁谷かのん,自分のライブカード置き場に必要ハートの合計が8以上の『Liella!』のライブカードがあるかぎり、<黄>を得る。,BODY,名前・グループ・ユニット条件;常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-bp5-012_A01.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!SP-bp7-005#A01,PL!SP-bp7-005,葉月恋,このメンバーが登場するか、自分のエネルギーがエネルギー置き場からエネロキーデッキに置かれたとき、自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。そのエネルギーカードは、次のターンのアクティブフェイズにアクティブしない。,BODY,エネルギー;メンバーをアクティブ;メンバーをウェイト;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-bp7-005_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!SP-bp7-005#A02,PL!SP-bp7-005,葉月恋,自分のカードの効果によって、自分のエネルギー置き場にエネルギーが置かれたとき、ライブ終了時まで、<(ブレード)>を得る。,BODY,エネルギー;ブレード付与;ライブ終了時cleanup;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-bp7-005_A02.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!SP-bp7-025#A01,PL!SP-bp7-025,Memories,ライブ終了時まで、自分のステージにいる「嵐千砂都」1人は<(ブレード)>を得る。,ライブ開始時,ブレード付与;ライブ終了時cleanup;ライブ開始時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-bp7-025_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!SP-pb2-000#A01,PL!SP-pb2-000,嵐千砂都＆鬼塚夏美,このカードのプレイに際し、2人のメンバーとバトンタッチしてもよい。,BODY,常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-pb2-000_A01.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!SP-pb2-005#A02,PL!SP-pb2-005,葉月恋,このメンバーは、このメンバーの下に置かれている『Liella!』のメンバーカードが持つ<起動>能力をすべて得る。,BODY,名前・グループ・ユニット条件;常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-pb2-005_A02.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!SP-pb2-005#A03,PL!SP-pb2-005,葉月恋,バトンタッチして登場した場合、このバトンタッチで控え室に置かれた『Liella!』のメンバーカードを1枚、このメンバーの下に置く。,登場,名前・グループ・ユニット条件;登場時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,STATIC_ANALYSIS_INCONCLUSIVE,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,llocg_ui/engine.py,put_baton_old_group_member_under_self;put_baton_old_group_member_under_self,,static_evidence/PL_SP-pb2-005_A03.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!SP-pb2-006#A01,PL!SP-pb2-006,桜小路きな子,このメンバーの下にある『Liella!』のメンバーカード1枚につき、このメンバーのコストを+1する。,BODY,名前・グループ・ユニット条件;常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-pb2-006_A01.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!SP-pb2-006#A02,PL!SP-pb2-006,桜小路きな子,自分のライブが成功するか、このメンバーがエリアを移動したとき、自分の控室にある『Liella!』のメンバーカードを1枚、このメンバーの下に置く。,BODY,名前・グループ・ユニット条件;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-pb2-006_A02.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!SP-pb2-022#A01,PL!SP-pb2-022,鬼塚冬毬,自分のステージにいる『5yncri5e!』のメンバーがセンターエリアに移動したとき、ライブ終了時まで、<(ブレード)><(ブレード)><(ブレード)><(ブレード)>を得る。,BODY,ブレード付与;名前・グループ・ユニット条件;ライブ終了時cleanup;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-pb2-022_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!SP-pb2-035#A01,PL!SP-pb2-035,唐可可,<(ブレード)><(ブレード)>を得る。,BODY,ブレード付与;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-pb2-035_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!SP-pb2-041#A01,PL!SP-pb2-041,若菜四季,<(ブレード)><(ブレード)>を得る。,BODY,ブレード付与;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-pb2-041_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!SP-pb2-046#A01,PL!SP-pb2-046,Butterfly Wing,自分のステージにいるメンバーが持つ<ライブ開始時>能力は発動しない。,BODY,常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-pb2-046_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!SP-pb2-046#A03,PL!SP-pb2-046,Butterfly Wing,自分のステージにいるメンバーが持つ<ライブ開始時>能力は発動しない。,BODY,常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-pb2-046_A03.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!SP-pb2-046#A04,PL!SP-pb2-046,Butterfly Wing,自分のステージにいるメンバーが持つ<ライブ開始時>能力は発動しない。,BODY,常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-pb2-046_A04.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!SP-sd2-004#A01,PL!SP-sd2-004,平安名すみれ,<(ブレード)><(ブレード)><(ブレード)><(ブレード)>を得る。,BODY,ブレード付与;常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_SP-sd2-004_A01.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
