cardnumber,cardname,card_type,field,raw,raw_parsed,stored_counts,runtime_counts,stored_blank,runtime_blank_after_patch
PL!N-bp5-016,朝香果林,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!N-bp5-017,宮下愛,MEMBER,base,<緑> 1 <青> 1,"{""blue"": 1, ""green"": 1}",{},"{""blue"": 1, ""green"": 1}",1,0
PL!N-bp5-017,宮下愛,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!N-bp5-018,近江彼方,MEMBER,base,<黄> 1 <青> 1,"{""blue"": 1, ""yellow"": 1}",{},"{""blue"": 1, ""yellow"": 1}",1,0
PL!N-bp5-018,近江彼方,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!N-bp5-019,優木せつ菜,MEMBER,base,<赤> 1 <黄> 1 <青> 1,"{""blue"": 1, ""red"": 1, ""yellow"": 1}",{},"{""blue"": 1, ""red"": 1, ""yellow"": 1}",1,0
PL!N-bp5-020,エマ・ヴェルデ,MEMBER,base,<桃> 1 <緑> 1,"{""green"": 1, ""pink"": 1}",{},"{""green"": 1, ""pink"": 1}",1,0
PL!N-bp5-020,エマ・ヴェルデ,MEMBER,blade_heart,<緑>,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!N-bp5-021,天王寺璃奈,MEMBER,base,<紫> 1,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!N-bp5-021,天王寺璃奈,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!N-bp5-022,三船栞子,MEMBER,base,<桃> 1 <緑> 1 <紫> 1,"{""green"": 1, ""pink"": 1, ""purple"": 1}",{},"{""green"": 1, ""pink"": 1, ""purple"": 1}",1,0
PL!N-bp5-023,ミア・テイラー,MEMBER,base,<桃> 1,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!N-bp5-023,ミア・テイラー,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!N-bp5-024,鐘嵐珠,MEMBER,base,<桃> 1 <黄> 1 <青> 1,"{""blue"": 1, ""pink"": 1, ""yellow"": 1}",{},"{""blue"": 1, ""pink"": 1, ""yellow"": 1}",1,0
PL!N-bp5-025,"SINGING, DREAMING, NOW!",LIVE,required,<桃> 1 <赤> 1 <黄> 1 <任意> 4 (合計7),"{""any"": 4, ""pink"": 1, ""red"": 1, ""yellow"": 1}",{},"{""any"": 4, ""pink"": 1, ""red"": 1, ""yellow"": 1}",1,0
PL!N-bp5-025,"SINGING, DREAMING, NOW!",LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!N-bp5-025,"SINGING, DREAMING, NOW!",LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!N-bp5-026,TOKIMEKI Runners,LIVE,required,<黄> 2 <任意> 4 (合計6),"{""any"": 4, ""yellow"": 2}",{},"{""any"": 4, ""yellow"": 2}",1,0
PL!N-bp5-026,TOKIMEKI Runners,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!N-bp5-026,TOKIMEKI Runners,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!N-bp5-027,ミラクル STAY TUNE！,LIVE,required,<黄> 2 <青> 2 <紫> 1 <任意> 7 (合計12),"{""any"": 7, ""blue"": 2, ""purple"": 1, ""yellow"": 2}",{},"{""any"": 7, ""blue"": 2, ""purple"": 1, ""yellow"": 2}",1,0
PL!N-bp5-027,ミラクル STAY TUNE！,LIVE,blade_heart,<青> <ドロー+1>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!N-bp5-027,ミラクル STAY TUNE！,LIVE,blade_heart_tags,<青> <ドロー+1>,"[""(ドロー+1)""]",[],"[""(ドロー+1)""]",1,0
PL!N-bp5-028,CHASE!,LIVE,required,<赤> 2 <青> 1 (合計3),"{""blue"": 1, ""red"": 2}",{},"{""blue"": 1, ""red"": 2}",1,0
PL!N-bp5-028,CHASE!,LIVE,blade_heart_tags,<スコア+1>,"[""(スコア+1)""]",[],"[""(スコア+1)""]",1,0
PL!N-bp5-029,無敵級＊ビリーバー,LIVE,required,<黄> 4 <緑> 1 <青> 1 <紫> 1 <任意> 10 (合計17),"{""any"": 10, ""blue"": 1, ""green"": 1, ""purple"": 1, ""yellow"": 4}",{},"{""any"": 10, ""blue"": 1, ""green"": 1, ""purple"": 1, ""yellow"": 4}",1,0
PL!N-bp5-029,無敵級＊ビリーバー,LIVE,blade_heart_tags,<スコア+1>,"[""(スコア+1)""]",[],"[""(スコア+1)""]",1,0
PL!N-bp5-030,繚乱！ビクトリーロード,LIVE,required,<桃> 1 <赤> 1 <黄> 1 <緑> 1 <青> 1 <紫> 1 <任意> 7 (合計13),"{""any"": 7, ""blue"": 1, ""green"": 1, ""pink"": 1, ""purple"": 1, ""red"": 1, ""yellow"": 1}",{},"{""any"": 7, ""blue"": 1, ""green"": 1, ""pink"": 1, ""purple"": 1, ""red"": 1, ""yellow"": 1}",1,0
PL!N-bp5-030,繚乱！ビクトリーロード,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!N-bp5-030,繚乱！ビクトリーロード,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!N-pb1-001,上原歩夢,MEMBER,base,<桃> 2 <赤> 1 <紫> 1,"{""pink"": 2, ""purple"": 1, ""red"": 1}",{},"{""pink"": 2, ""purple"": 1, ""red"": 1}",1,0
PL!N-pb1-001,上原歩夢,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!N-pb1-002,中須かすみ,MEMBER,base,<黄> 2 <緑> 2 <青> 1,"{""blue"": 1, ""green"": 2, ""yellow"": 2}",{},"{""blue"": 1, ""green"": 2, ""yellow"": 2}",1,0
PL!N-pb1-002,中須かすみ,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!N-pb1-003,桜坂しずく,MEMBER,base,<青> 1,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!N-pb1-003,桜坂しずく,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!N-pb1-004,朝香果林,MEMBER,base,<緑> 2 <青> 2 <紫> 1,"{""blue"": 2, ""green"": 2, ""purple"": 1}",{},"{""blue"": 2, ""green"": 2, ""purple"": 1}",1,0
PL!N-pb1-004,朝香果林,MEMBER,blade_heart,<緑>,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!N-pb1-005,宮下愛,MEMBER,base,<青> 1,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!N-pb1-005,宮下愛,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!N-pb1-006,近江彼方,MEMBER,base,<緑> 1 <青> 1 <紫> 1,"{""blue"": 1, ""green"": 1, ""purple"": 1}",{},"{""blue"": 1, ""green"": 1, ""purple"": 1}",1,0
PL!N-pb1-006,近江彼方,MEMBER,blade_heart,<緑>,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!N-pb1-007,優木せつ菜,MEMBER,base,<桃> 2 <赤> 2 <青> 1,"{""blue"": 1, ""pink"": 2, ""red"": 2}",{},"{""blue"": 1, ""pink"": 2, ""red"": 2}",1,0
PL!N-pb1-007,優木せつ菜,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!N-pb1-008,エマ・ヴェルデ,MEMBER,base,<赤> 1 <黄> 1 <緑> 4 <青> 1,"{""blue"": 1, ""green"": 4, ""red"": 1, ""yellow"": 1}",{},"{""blue"": 1, ""green"": 4, ""red"": 1, ""yellow"": 1}",1,0
PL!N-pb1-008,エマ・ヴェルデ,MEMBER,blade_heart,<緑>,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!N-pb1-009,天王寺璃奈,MEMBER,base,<黄> 2 <青> 2 <紫> 2,"{""blue"": 2, ""purple"": 2, ""yellow"": 2}",{},"{""blue"": 2, ""purple"": 2, ""yellow"": 2}",1,0
PL!N-pb1-010,三船栞子,MEMBER,base,<桃> 1 <緑> 2 <青> 1,"{""blue"": 1, ""green"": 2, ""pink"": 1}",{},"{""blue"": 1, ""green"": 2, ""pink"": 1}",1,0
PL!N-pb1-011,ミア・テイラー,MEMBER,base,<桃> 2 <黄> 2 <青> 2,"{""blue"": 2, ""pink"": 2, ""yellow"": 2}",{},"{""blue"": 2, ""pink"": 2, ""yellow"": 2}",1,0
PL!N-pb1-011,ミア・テイラー,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!N-pb1-012,鐘嵐珠,MEMBER,base,<桃> 3 <赤> 1 <紫> 1,"{""pink"": 3, ""purple"": 1, ""red"": 1}",{},"{""pink"": 3, ""purple"": 1, ""red"": 1}",1,0
PL!N-pb1-013,上原歩夢,MEMBER,base,<桃> 1,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!N-pb1-014,中須かすみ,MEMBER,base,<黄> 2 <紫> 2,"{""purple"": 2, ""yellow"": 2}",{},"{""purple"": 2, ""yellow"": 2}",1,0
PL!N-pb1-014,中須かすみ,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!N-pb1-015,桜坂しずく,MEMBER,base,<桃> 1 <赤> 2 <黄> 1 <青> 2,"{""blue"": 2, ""pink"": 1, ""red"": 2, ""yellow"": 1}",{},"{""blue"": 2, ""pink"": 1, ""red"": 2, ""yellow"": 1}",1,0
PL!N-pb1-015,桜坂しずく,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!N-pb1-016,朝香果林,MEMBER,base,<青> 1,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!N-pb1-016,朝香果林,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!N-pb1-017,宮下愛,MEMBER,base,<赤> 1,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!N-pb1-018,近江彼方,MEMBER,base,<青> 1 <紫> 1,"{""blue"": 1, ""purple"": 1}",{},"{""blue"": 1, ""purple"": 1}",1,0
PL!N-pb1-018,近江彼方,MEMBER,blade_heart,<紫> 1,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!N-pb1-019,優木せつ菜,MEMBER,base,<赤> 2 <緑> 1,"{""green"": 1, ""red"": 2}",{},"{""green"": 1, ""red"": 2}",1,0
PL!N-pb1-020,エマ・ヴェルデ,MEMBER,base,<黄> 1 <緑> 2,"{""green"": 2, ""yellow"": 1}",{},"{""green"": 2, ""yellow"": 1}",1,0
PL!N-pb1-021,天王寺璃奈,MEMBER,base,<紫> 1,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!N-pb1-021,天王寺璃奈,MEMBER,blade_heart,<紫> 1,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!N-pb1-022,三船栞子,MEMBER,base,<桃> 2 <緑> 2,"{""green"": 2, ""pink"": 2}",{},"{""green"": 2, ""pink"": 2}",1,0
PL!N-pb1-022,三船栞子,MEMBER,blade_heart,<緑>,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!N-pb1-023,ミア・テイラー,MEMBER,base,<桃> 2 <黄> 2 <緑> 1 <紫> 1,"{""green"": 1, ""pink"": 2, ""purple"": 1, ""yellow"": 2}",{},"{""green"": 1, ""pink"": 2, ""purple"": 1, ""yellow"": 2}",1,0
PL!N-pb1-023,ミア・テイラー,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!N-pb1-024,鐘嵐珠,MEMBER,base,<桃> 1 <紫> 1,"{""pink"": 1, ""purple"": 1}",{},"{""pink"": 1, ""purple"": 1}",1,0
PL!N-pb1-024,鐘嵐珠,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!N-pb1-025,上原歩夢,MEMBER,base,<桃> 1 <青> 1,"{""blue"": 1, ""pink"": 1}",{},"{""blue"": 1, ""pink"": 1}",1,0
PL!N-pb1-025,上原歩夢,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!N-pb1-026,中須かすみ,MEMBER,base,<黄> 1 <緑> 1,"{""green"": 1, ""yellow"": 1}",{},"{""green"": 1, ""yellow"": 1}",1,0
PL!N-pb1-026,中須かすみ,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!N-pb1-027,桜坂しずく,MEMBER,base,<青> 1 <紫> 1,"{""blue"": 1, ""purple"": 1}",{},"{""blue"": 1, ""purple"": 1}",1,0
PL!N-pb1-027,桜坂しずく,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!N-pb1-028,朝香果林,MEMBER,base,<青> 1,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!N-pb1-028,朝香果林,MEMBER,blade_heart,<青> 1,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!N-pb1-029,宮下愛,MEMBER,base,<赤> 1 <青> 1 <紫> 1,"{""blue"": 1, ""purple"": 1, ""red"": 1}",{},"{""blue"": 1, ""purple"": 1, ""red"": 1}",1,0
PL!N-pb1-030,近江彼方,MEMBER,base,<桃> 1 <黄> 1 <緑> 1,"{""green"": 1, ""pink"": 1, ""yellow"": 1}",{},"{""green"": 1, ""pink"": 1, ""yellow"": 1}",1,0
PL!N-pb1-031,優木せつ菜,MEMBER,base,<桃> 1 <赤> 1,"{""pink"": 1, ""red"": 1}",{},"{""pink"": 1, ""red"": 1}",1,0
PL!N-pb1-031,優木せつ菜,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!N-pb1-032,エマ・ヴェルデ,MEMBER,base,<赤> 1 <緑> 1,"{""green"": 1, ""red"": 1}",{},"{""green"": 1, ""red"": 1}",1,0
PL!N-pb1-032,エマ・ヴェルデ,MEMBER,blade_heart,<緑>,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!N-pb1-033,天王寺璃奈,MEMBER,base,<黄> 1 <紫> 1,"{""purple"": 1, ""yellow"": 1}",{},"{""purple"": 1, ""yellow"": 1}",1,0
PL!N-pb1-033,天王寺璃奈,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!N-pb1-034,三船栞子,MEMBER,base,<緑> 1,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!N-pb1-034,三船栞子,MEMBER,blade_heart,<緑>,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!N-pb1-035,ミア・テイラー,MEMBER,base,<黄> 1,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!N-pb1-035,ミア・テイラー,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!N-pb1-036,鐘嵐珠,MEMBER,base,<桃> 1,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!N-pb1-036,鐘嵐珠,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!N-pb1-037,Cara Tesoro,LIVE,required,<緑> 6 <任意> 6 (合計12),"{""any"": 6, ""green"": 6}",{},"{""any"": 6, ""green"": 6}",1,0
PL!N-pb1-037,Cara Tesoro,LIVE,blade_heart,<緑> <ドロー+1>,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!N-pb1-037,Cara Tesoro,LIVE,blade_heart_tags,<緑> <ドロー+1>,"[""(ドロー+1)""]",[],"[""(ドロー+1)""]",1,0
PL!N-pb1-038,PHOENIX,LIVE,required,<桃> 3 <赤> 1 <紫> 1 <任意> 2 (合計7),"{""any"": 2, ""pink"": 3, ""purple"": 1, ""red"": 1}",{},"{""any"": 2, ""pink"": 3, ""purple"": 1, ""red"": 1}",1,0
PL!N-pb1-038,PHOENIX,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!N-pb1-038,PHOENIX,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!N-pb1-039,Stellar Stream,LIVE,required,<桃> 4 <紫> 4 <任意> 6 (合計14),"{""any"": 6, ""pink"": 4, ""purple"": 4}",{},"{""any"": 6, ""pink"": 4, ""purple"": 4}",1,0
PL!N-pb1-039,Stellar Stream,LIVE,blade_heart,<桃> <ドロー+1>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!N-pb1-039,Stellar Stream,LIVE,blade_heart_tags,<桃> <ドロー+1>,"[""(ドロー+1)""]",[],"[""(ドロー+1)""]",1,0
PL!N-pb1-040,どこにいても君は君,LIVE,required,<黄> 1 <青> 1 <任意> 1 (合計3),"{""any"": 1, ""blue"": 1, ""yellow"": 1}",{},"{""any"": 1, ""blue"": 1, ""yellow"": 1}",1,0
PL!N-pb1-040,どこにいても君は君,LIVE,blade_heart_tags,<スコア+1>,"[""(スコア+1)""]",[],"[""(スコア+1)""]",1,0
PL!N-pb1-041,PASTEL,LIVE,required,<黄> 1 <緑> 1 <青> 1 <紫> 1 <任意> 5 (合計9),"{""any"": 5, ""blue"": 1, ""green"": 1, ""purple"": 1, ""yellow"": 1}",{},"{""any"": 5, ""blue"": 1, ""green"": 1, ""purple"": 1, ""yellow"": 1}",1,0
PL!N-pb1-041,PASTEL,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!N-pb1-041,PASTEL,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!N-pb1-042,Eternalize Love!!,LIVE,required,<任意> 12 (合計12),"{""any"": 12}",{},"{""any"": 12}",1,0
PL!N-pb1-042,Eternalize Love!!,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!N-pb1-042,Eternalize Love!!,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!N-sd1-001,上原歩夢,MEMBER,base,<桃> 3 <赤> 1 <緑> 1,"{""green"": 1, ""pink"": 3, ""red"": 1}",{},"{""green"": 1, ""pink"": 3, ""red"": 1}",1,0
PL!N-sd1-001,上原歩夢,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!N-sd1-002,中須かすみ,MEMBER,base,<黄> 2 <緑> 1,"{""green"": 1, ""yellow"": 2}",{},"{""green"": 1, ""yellow"": 2}",1,0
PL!N-sd1-003,桜坂しずく,MEMBER,base,<桃> 1 <青> 2,"{""blue"": 2, ""pink"": 1}",{},"{""blue"": 2, ""pink"": 1}",1,0
PL!N-sd1-004,朝香果林,MEMBER,base,<桃> 1 <赤> 1 <青> 2,"{""blue"": 2, ""pink"": 1, ""red"": 1}",{},"{""blue"": 2, ""pink"": 1, ""red"": 1}",1,0
PL!N-sd1-004,朝香果林,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!N-sd1-005,宮下愛,MEMBER,base,<桃> 1 <赤> 3 <緑> 1,"{""green"": 1, ""pink"": 1, ""red"": 3}",{},"{""green"": 1, ""pink"": 1, ""red"": 3}",1,0
PL!N-sd1-006,近江彼方,MEMBER,base,<紫> 1,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!N-sd1-006,近江彼方,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!N-sd1-007,優木せつ菜,MEMBER,base,<桃> 1 <赤> 3 <緑> 1,"{""green"": 1, ""pink"": 1, ""red"": 3}",{},"{""green"": 1, ""pink"": 1, ""red"": 3}",1,0
PL!N-sd1-007,優木せつ菜,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!N-sd1-008,エマ・ヴェルデ,MEMBER,base,<緑> 1,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!N-sd1-009,天王寺璃奈,MEMBER,base,<桃> 1 <赤> 1 <紫> 1,"{""pink"": 1, ""purple"": 1, ""red"": 1}",{},"{""pink"": 1, ""purple"": 1, ""red"": 1}",1,0
PL!N-sd1-010,三船栞子,MEMBER,base,<桃> 3 <黄> 1 <緑> 2,"{""green"": 2, ""pink"": 3, ""yellow"": 1}",{},"{""green"": 2, ""pink"": 3, ""yellow"": 1}",1,0
PL!N-sd1-011,ミア・テイラー,MEMBER,base,<黄> 1,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!N-sd1-011,ミア・テイラー,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!N-sd1-012,鐘嵐珠,MEMBER,base,<桃> 2 <赤> 1 <黄> 1,"{""pink"": 2, ""red"": 1, ""yellow"": 1}",{},"{""pink"": 2, ""red"": 1, ""yellow"": 1}",1,0
PL!N-sd1-013,上原歩夢,MEMBER,base,<桃> 2,"{""pink"": 2}",{},"{""pink"": 2}",1,0
PL!N-sd1-014,中須かすみ,MEMBER,base,<桃> 1 <赤> 1 <黄> 2,"{""pink"": 1, ""red"": 1, ""yellow"": 2}",{},"{""pink"": 1, ""red"": 1, ""yellow"": 2}",1,0
PL!N-sd1-015,桜坂しずく,MEMBER,base,<赤> 1 <青> 1,"{""blue"": 1, ""red"": 1}",{},"{""blue"": 1, ""red"": 1}",1,0
PL!N-sd1-015,桜坂しずく,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!N-sd1-016,朝香果林,MEMBER,base,<桃> 1 <赤> 1 <青> 2,"{""blue"": 2, ""pink"": 1, ""red"": 1}",{},"{""blue"": 2, ""pink"": 1, ""red"": 1}",1,0
PL!N-sd1-017,宮下愛,MEMBER,base,<赤> 1 <黄> 1,"{""red"": 1, ""yellow"": 1}",{},"{""red"": 1, ""yellow"": 1}",1,0
PL!N-sd1-017,宮下愛,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!N-sd1-018,近江彼方,MEMBER,base,<桃> 1 <赤> 1 <紫> 2,"{""pink"": 1, ""purple"": 2, ""red"": 1}",{},"{""pink"": 1, ""purple"": 2, ""red"": 1}",1,0
PL!N-sd1-019,優木せつ菜,MEMBER,base,<赤> 1 <紫> 1,"{""purple"": 1, ""red"": 1}",{},"{""purple"": 1, ""red"": 1}",1,0
PL!N-sd1-019,優木せつ菜,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!N-sd1-020,エマ・ヴェルデ,MEMBER,base,<緑> 1 <紫> 1,"{""green"": 1, ""purple"": 1}",{},"{""green"": 1, ""purple"": 1}",1,0
PL!N-sd1-020,エマ・ヴェルデ,MEMBER,blade_heart,<緑>,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!N-sd1-021,天王寺璃奈,MEMBER,base,<紫> 2,"{""purple"": 2}",{},"{""purple"": 2}",1,0
PL!N-sd1-022,三船栞子,MEMBER,base,<緑> 2,"{""green"": 2}",{},"{""green"": 2}",1,0
PL!N-sd1-023,ミア・テイラー,MEMBER,base,<桃> 1 <黄> 1,"{""pink"": 1, ""yellow"": 1}",{},"{""pink"": 1, ""yellow"": 1}",1,0
PL!N-sd1-023,ミア・テイラー,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!N-sd1-024,鐘嵐珠,MEMBER,base,<桃> 1 <緑> 1,"{""green"": 1, ""pink"": 1}",{},"{""green"": 1, ""pink"": 1}",1,0
PL!N-sd1-024,鐘嵐珠,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!N-sd1-025,Colorful Dreams! Colorful Smiles!,LIVE,required,<任意> 4 (合計4),"{""any"": 4}",{},"{""any"": 4}",1,0
PL!N-sd1-025,Colorful Dreams! Colorful Smiles!,LIVE,blade_heart_tags,<スコア+1>,"[""(スコア+1)""]",[],"[""(スコア+1)""]",1,0
PL!N-sd1-026,夢が僕らの太陽さ,LIVE,required,<桃> 1 <赤> 1 <任意> 3 (合計5),"{""any"": 3, ""pink"": 1, ""red"": 1}",{},"{""any"": 3, ""pink"": 1, ""red"": 1}",1,0
PL!N-sd1-026,夢が僕らの太陽さ,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!N-sd1-026,夢が僕らの太陽さ,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!N-sd1-027,Just Believe!!!,LIVE,required,<桃> 1 <赤> 1 <緑> 1 <任意> 4 (合計7),"{""any"": 4, ""green"": 1, ""pink"": 1, ""red"": 1}",{},"{""any"": 4, ""green"": 1, ""pink"": 1, ""red"": 1}",1,0
PL!N-sd1-027,Just Believe!!!,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!N-sd1-027,Just Believe!!!,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!N-sd1-028,Dream with You,LIVE,required,<桃> 4 <任意> 7 (合計11),"{""any"": 7, ""pink"": 4}",{},"{""any"": 7, ""pink"": 4}",1,0
PL!N-sd1-028,Dream with You,LIVE,blade_heart,<桃> <ドロー+1>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!N-sd1-028,Dream with You,LIVE,blade_heart_tags,<桃> <ドロー+1>,"[""(ドロー+1)""]",[],"[""(ドロー+1)""]",1,0
PL!S-PR-013,高海千歌,MEMBER,base,<赤> 2 <緑> 1 <青> 1,"{""blue"": 1, ""green"": 1, ""red"": 2}",{},"{""blue"": 1, ""green"": 1, ""red"": 2}",1,0
PL!S-PR-014,桜内梨子,MEMBER,base,<赤> 2 <緑> 2 <青> 2,"{""blue"": 2, ""green"": 2, ""red"": 2}",{},"{""blue"": 2, ""green"": 2, ""red"": 2}",1,0
PL!S-PR-014,桜内梨子,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!S-PR-015,松浦果南,MEMBER,base,<赤> 1 <緑> 1,"{""green"": 1, ""red"": 1}",{},"{""green"": 1, ""red"": 1}",1,0
PL!S-PR-015,松浦果南,MEMBER,blade_heart,<緑>,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!S-PR-016,黒澤ダイヤ,MEMBER,base,<赤> 1 <緑> 2,"{""green"": 2, ""red"": 1}",{},"{""green"": 2, ""red"": 1}",1,0
PL!S-PR-017,渡辺曜,MEMBER,base,<赤> 1 <青> 1,"{""blue"": 1, ""red"": 1}",{},"{""blue"": 1, ""red"": 1}",1,0
PL!S-PR-017,渡辺曜,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!S-PR-018,津島善子,MEMBER,base,<緑> 1 <青> 1,"{""blue"": 1, ""green"": 1}",{},"{""blue"": 1, ""green"": 1}",1,0
PL!S-PR-018,津島善子,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!S-PR-019,国木田花丸,MEMBER,base,<赤> 1 <緑> 2 <青> 1,"{""blue"": 1, ""green"": 2, ""red"": 1}",{},"{""blue"": 1, ""green"": 2, ""red"": 1}",1,0
PL!S-PR-020,小原鞠莉,MEMBER,base,<緑> 1 <青> 2,"{""blue"": 2, ""green"": 1}",{},"{""blue"": 2, ""green"": 1}",1,0
PL!S-PR-021,黒澤ルビィ,MEMBER,base,<赤> 2 <青> 1,"{""blue"": 1, ""red"": 2}",{},"{""blue"": 1, ""red"": 2}",1,0
