family_key,audit_id,cardnumber,cardname,trigger,family_size,selection_reason
both_players_bottom_all_green_members_threshold_retrieve_live_gain_blade|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!HS-pb1-012#A01,PL!HS-pb1-012,百生吟子,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
draw_if_stage_other_higher_cost_member|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!HS-pb1-013#A02,PL!HS-pb1-013,徒町小鈴,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_only_group_opponent_front_position_notice|confirm_effect|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!HS-pb1-014#A01,PL!HS-pb1-014,安養寺姫芽,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
other_stage_heart_member_gain_heart_until_end_live_one|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!HS-pb1-016#A01,PL!HS-pb1-016,桂城泉,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
green_live_count_optional_discard_retrieve_member_and_live|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!HS-pb1-020#A01,PL!HS-pb1-020,百生吟子,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
draw_if_live_zone_group_exists|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!HS-pb1-021#A01,PL!HS-pb1-021,徒町小鈴,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
body_always_stage_named_member_icons|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!HS-pb1-022#A01,PL!HS-pb1-022,安養寺姫芽,常時,2,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
hand_le_retrieve_member|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!HS-pb1-025#A02,PL!HS-pb1-025,抱きしめる花びら,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_green_distinct_group_names_reduce_required_any|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!HS-pb1-026#A01,PL!HS-pb1-026,雪舞う空と二秒の永遠,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_group_optional_mill_top_k|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!HS-pb1-027#A01,PL!HS-pb1-027,ユメワズライ,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
trigger_stage_cost_group_member_live_start_manual;parenthetical_note_noop|confirm_effect;effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!HS-pb1-028#A01,PL!HS-pb1-028,COMPASS,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_group_current_hearts_gt_original_tiers_draw_reduce|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!HS-pb1-029#A01,PL!HS-pb1-029,全方位キュン♡,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
group_member_hearts_then_different_group_member_blades|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!HS-pb1-030#A01,PL!HS-pb1-030,Edelied,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_leave_baton_target_group_cost_wrapper|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!HS-sd1-001#A01,PL!HS-sd1-001,日野下花帆,自動,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
look_top_k_optional_member_gain_icons_if_group_picked|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!HS-sd1-002#A01,PL!HS-sd1-002,村野さやか,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
enter_baton_from_not_named_group_member_wrapper|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!HS-sd1-005#A01,PL!HS-sd1-005,徒町小鈴,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_named_any_exists_apply_inner|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!HS-sd1-006#A01,PL!HS-sd1-006,安養寺姫芽,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
choose_listed_heart_gain_other_group_member_n|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!HS-sd1-008#A02,PL!HS-sd1-008,桂城泉,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_has_group_or_unit_member_wrapper|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!HS-sd1-017#A01,PL!HS-sd1-017,夏めきペイン,ライブ成功時,2,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_stage_group_count_green_named_live_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!HS-sd1-018#A01,PL!HS-sd1-018,Dream Believers（105期Ver.）,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_member_gain_blade_per_discarded_card|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!HS-sd1-020#A02,PL!HS-sd1-020,Link to the FUTURE（104期Ver.）,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
body_always_stage_exact_member_count_icons|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-PR-020#A01,PL!N-PR-020,エマ・ヴェルデ,常時,2,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
ask_opponent_emma_punch;emma_punch_answer_apply_notice;answer_other_nothing|confirm_effect;effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-PR-022#A01,PL!N-PR-022,エマ・ヴェルデ,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
green_member_cost_le_group_to_under_self|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-PR-026#A01,PL!N-PR-026,天王寺璃奈,登場,2,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_start_pay1_choose_any_heart|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp1-003#A02,PL!N-bp1-003,桜坂しずく,ライブ開始時,2,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_group_entered_this_turn_wrapper|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp1-006#A01,PL!N-bp1-006,近江彼方,起動,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
mill_top_k_then_retrieve_waiting_type|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp1-009#A01,PL!N-bp1-009,天王寺璃奈,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
reveal_until_live_to_hand_rest_waiting|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp1-011#A01,PL!N-bp1-011,ミア・テイラー,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
body_always_live_in_progress_count_and_group_live_icons|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp1-012#A01,PL!N-bp1-012,鐘嵐珠,常時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_total_score_gt_opponent_wrapper|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp1-026#A01,PL!N-bp1-026,Poppin' Up!,ライブ成功時,4,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_heart_color_kind_count_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp1-027#A01,PL!N-bp1-027,Solitude Rain,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
this_card_score_if_live_in_progress_count_gte|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp1-029#A01,PL!N-bp1-029,Eutopia,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
energy_zone_to_under_self_optional_then_draw_stage_blades;parenthetical_note_noop|effect_template_route;message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp3-001#A01,PL!N-bp3-001,上原歩夢,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
choose_heart_gain_other_member|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp3-002#A01,PL!N-bp3-002,中須かすみ,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
green_member_cost_le_group_use_enter_ability;parenthetical_note_noop|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp3-003#A01,PL!N-bp3-003,桜坂しずく,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_enter_count_exact_event_wrapper|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp3-005#A01,PL!N-bp3-005,宮下愛,自動,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_enter_count_gte_this_turn_wrapper|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp3-005#A02,PL!N-bp3-005,宮下愛,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
set_self_wait_member;parenthetical_note_noop|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp3-006#A01,PL!N-bp3-006,近江彼方,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
hand_member_cost_le_named_to_former_area_then_energy_under|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp3-007#A01,PL!N-bp3-007,優木せつ菜,起動,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_start_discard2_activate_other_wait_member_both_green1|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp3-008#A02,PL!N-bp3-008,エマ・ヴェルデ,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
bottom_costsum_result_from_context|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp3-009#A01,PL!N-bp3-009,天王寺璃奈,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
choose_self_or_opponent_green_member_upto_bottom|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp3-010#A01,PL!N-bp3-010,三船栞子,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
opponent_named_member_compare_gain_blade_notice|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp3-011#A01,PL!N-bp3-011,ミア・テイラー,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
energy_zone_to_under_self_optional_then_draw;parenthetical_note_noop|effect_template_route;message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp3-013#A01,PL!N-bp3-013,上原歩夢,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
choose_original_heart_replace_fragment|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp3-014#A01,PL!N-bp3-014,中須かすみ,ライブ開始時,5,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
return_under_energy_any_to_deck_gain_member_icons_per|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp3-025#A01,PL!N-bp3-025,Awakening Promise,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
success_score_one_or_five_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp3-026#A01,PL!N-bp3-026,サイコーハート,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
excess_heart_stage_group_wrapper|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp3-027#A01,PL!N-bp3-027,La Bella Patria,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
look_top_stage_group_count_keep_one_top_rest_waiting_reveal_score_if_live|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp3-028#A01,PL!N-bp3-028,ツナガルコネクト,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_revealed_all_card_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp3-030#A01,PL!N-bp3-030,Love U my friends,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_wait_stage_member_count_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp3-031#A01,PL!N-bp3-031,MONSTER GIRLS,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_energy_compare_opponent_apply|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp4-001#A01,PL!N-bp4-001,上原歩夢,ライブ成功時,4,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
choose_self_or_opponent_top1_mill_optional|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp4-002#A01,PL!N-bp4-002,中須かすみ,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
draw_1_then_opponent_wait_cost_upto1|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp4-004#A01,PL!N-bp4-004,朝香果林,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
opponent_wait_count_topdeck_green_group_members|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp4-004#A02,PL!N-bp4-004,朝香果林,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
set_opponent_wait_upto_n_state|confirm_effect|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp4-005#A01,PL!N-bp4-005,宮下愛,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
hand_member_cost_le_group_entry_wait_if_bladeheart|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp4-006#A01,PL!N-bp4-006,近江彼方,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
both_players_retrieve_live|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp4-007#A01,PL!N-bp4-007,優木せつ菜,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
both_players_energy_put_wait_n|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp4-007#A03,PL!N-bp4-007,優木せつ菜,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_start_my_cost_lower_draw2_hand_top1|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp4-009#A01,PL!N-bp4-009,天王寺璃奈,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
success_group_live_swap_with_green_group_live|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp4-010#A01,PL!N-bp4-010,三船栞子,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_in_progress_same_name_success_gain_icons|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp4-010#A02,PL!N-bp4-010,三船栞子,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
mill_top_k_then_retrieve_if_distinct_group_live_names_at_least|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp4-011#A02,PL!N-bp4-011,ミア・テイラー,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
topdeck_green_any_upto1_waiting_card|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp4-021#A01,PL!N-bp4-021,天王寺璃奈,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
yell_revealed_icons_convert_to_color|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp4-025#A01,PL!N-bp4-025,VIVID WORLD,ライブ開始時,2,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_revealed_group_members_have_six_colors_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp4-025#A02,PL!N-bp4-025,VIVID WORLD,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
success_named_card_count_score_required_any_increase|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp4-027#A01,PL!N-bp4-027,EMOTION,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
green_distinct_group_live_names_score_two_thresholds|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp4-028#A01,PL!N-bp4-028,stars we chase,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
turn1_live_phase_score_stage_group_member_gain_blade|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp4-029#A01,PL!N-bp4-029,Rise Up High!,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_all_areas_group_cost_sum_draw_hand_top|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp4-031#A01,PL!N-bp4-031,"NEO SKY, NEO MAP!",ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
set_opponent_wait_original_blade_eq;parenthetical_note_noop|effect_template_route;message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp5-004#A01,PL!N-bp5-004,朝香果林,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
body_always_self_cannot_active|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp5-006#A01,PL!N-bp5-006,近江彼方,常時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_self_other_stage_member_wait|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp5-006#A02,PL!N-bp5-006,近江彼方,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
opponent_success_count_same_gain_icons|confirm_effect|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp5-007#A01,PL!N-bp5-007,優木せつ菜,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_excess_total_gte_apply|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp5-007#A02,PL!N-bp5-007,優木せつ菜,ライブ成功時,2,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_total_score_excess_zero_or_gte_adjust|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp5-010#A01,PL!N-bp5-010,三船栞子,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
draw_n_then_gain_icons_until_end_live|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp5-012#A01,PL!N-bp5-012,鐘嵐珠,起動,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_has_under_energy_gain_icons|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp5-013#A01,PL!N-bp5-013,上原歩夢,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_has_all_colors_gain_blades|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp5-015#A01,PL!N-bp5-015,桜坂しずく,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
mill_top_k_then_waiting_live_to_deck_nth_optional|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp5-021#A01,PL!N-bp5-021,天王寺璃奈,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_has_all_colors_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp5-026#A01,PL!N-bp5-026,TOKIMEKI Runners,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_this_score_eq_retrieve_group_card|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp5-026#A02,PL!N-bp5-026,TOKIMEKI Runners,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
success_total_and_stage_distinct_names_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp5-027#A01,PL!N-bp5-027,ミラクル STAY TUNE！,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_red_heart_member_this_live_score_and_required_red_set|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp5-028#A01,PL!N-bp5-028,CHASE!,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_named_exists_reveal_topk_named_pick_gain_picked_hearts|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp5-029#A01,PL!N-bp5-029,無敵級＊ビリーバー,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
under_unique_member_names_gain_blades|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp7-003#A02,PL!N-bp7-003,桜坂しずく,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
body_always_under_energy_gain_icons|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp7-007#A01,PL!N-bp7-007,優木せつ菜,常時,2,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
body_always_energy_gt_diff_gain_icons|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp7-007#A02,PL!N-bp7-007,優木せつ菜,常時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
energy_deck_to_under_self|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp7-007#A03,PL!N-bp7-007,優木せつ菜,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
both_players_mill_top_k|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp7-009#A01,PL!N-bp7-009,天王寺璃奈,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_leave_baton_target_group_wrapper|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp7-019#A01,PL!N-bp7-019,優木せつ菜,自動,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_choose_stage_group_member_blade_compare_score|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-bp7-027#A01,PL!N-bp7-027,オードリー,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
other_stage_cost_member_apply_inner|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-pb1-001#A01,PL!N-pb1-001,上原歩夢,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
body_always_live_in_progress_count_gte_icons|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-pb1-001#A02,PL!N-pb1-001,上原歩夢,常時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
energy_zone_to_under_self_optional|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-pb1-002#A01,PL!N-pb1-002,中須かすみ,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
reveal_top1_cost_le_member_hand_then_self_position_change|position_change|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-pb1-004#A02,PL!N-pb1-004,朝香果林,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
body_always_hand_cost_wait_stage_group|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-pb1-008#A01,PL!N-pb1-008,エマ・ヴェルデ,常時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_member_or_energy_activate_choice|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-pb1-008#A02,PL!N-pb1-008,エマ・ヴェルデ,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_zone_no_bh_member_left_this_turn_draw_gain_icons_manual|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-pb1-009#A01,PL!N-pb1-009,天王寺璃奈,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
hand_member_cost_le_named_to_empty_area|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-pb1-013#A01,PL!N-pb1-013,上原歩夢,登場,4,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
enter_baton_from_named_member_wrapper|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-pb1-014#A01,PL!N-pb1-014,中須かすみ,登場,4,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
enter_karin_pb1016_top2_named_member_optional|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-pb1-016#A01,PL!N-pb1-016,朝香果林,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
look_top_k_optional_group_type|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-pb1-018#A01,PL!N-pb1-018,近江彼方,登場,8,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
look_top2_choose_one_to_hand_rest_green|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-pb1-028#A01,PL!N-pb1-028,朝香果林,登場,2,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
