cardnumber,field,audit_value,runtime_value,severity,notes
PL!N-bp4-012,base_hearts_counts_json,<桃> 2 <緑> 1 <青> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp4-012,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""green"": 1, ""blue"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp4-013,base_hearts_counts_json,<桃> 1 <赤> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp4-013,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""red"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp4-014,base_hearts_counts_json,<黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp4-014,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp4-015,base_hearts_counts_json,<桃> 1 <緑> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp4-015,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""green"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp4-016,base_hearts_counts_json,<青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp4-016,base_hearts_counts_json_vs_reparsed,{},"{""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp4-017,base_hearts_counts_json,<青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp4-017,base_hearts_counts_json_vs_reparsed,{},"{""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp4-018,base_hearts_counts_json,<黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp4-018,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp4-019,base_hearts_counts_json,<桃> 1 <赤> 2 <黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp4-019,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""red"": 2, ""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp4-020,base_hearts_counts_json,<緑> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp4-020,base_hearts_counts_json_vs_reparsed,{},"{""green"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp4-021,base_hearts_counts_json,<黄> 1 <青> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp4-021,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1, ""blue"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp4-022,base_hearts_counts_json,<桃> 1 <黄> 1 <緑> 2 <青> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp4-022,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""yellow"": 1, ""green"": 2, ""blue"": 2}",S2,reparsed heart facts differ from source derived counts
PL!N-bp4-023,base_hearts_counts_json,<桃> 1 <黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp4-023,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp4-024,base_hearts_counts_json,<桃> 1 <青> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp4-024,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""blue"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp4-025,required_hearts_counts_json,<青> 8 <紫> 2 <任意> 4 (合計14),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp4-025,required_hearts_counts_json_vs_reparsed,{},"{""blue"": 8, ""purple"": 2, ""any"": 4}",S2,reparsed heart facts differ from source derived counts
PL!N-bp4-026,required_hearts_counts_json,<赤> 4 <青> 3 <任意> 5 (合計12),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp4-026,required_hearts_counts_json_vs_reparsed,{},"{""red"": 4, ""blue"": 3, ""any"": 5}",S2,reparsed heart facts differ from source derived counts
PL!N-bp4-027,required_hearts_counts_json,<緑> 2 <青> 1 <任意> 2 (合計5),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp4-027,required_hearts_counts_json_vs_reparsed,{},"{""green"": 2, ""blue"": 1, ""any"": 2}",S2,reparsed heart facts differ from source derived counts
PL!N-bp4-028,required_hearts_counts_json,<桃> 2 <黄> 2 <任意> 1 (合計5),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp4-028,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""yellow"": 2, ""any"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp4-029,required_hearts_counts_json,<青> 2 <任意> 1 (合計3),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp4-029,required_hearts_counts_json_vs_reparsed,{},"{""blue"": 2, ""any"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp4-030,required_hearts_counts_json,<青> 1 <紫> 3 <任意> 4 (合計8),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp4-030,required_hearts_counts_json_vs_reparsed,{},"{""blue"": 1, ""purple"": 3, ""any"": 4}",S2,reparsed heart facts differ from source derived counts
PL!N-bp4-031,required_hearts_counts_json,<桃> 1 <赤> 1 <黄> 1 <緑> 1 <青> 1 <紫> 1 <任意> 12 (合計18),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp4-031,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""red"": 1, ""yellow"": 1, ""green"": 1, ""blue"": 1, ""purple"": 1, ""any"": 12}",S2,reparsed heart facts differ from source derived counts
PL!N-bp4-032,required_hearts_counts_json,<桃> 1 <赤> 1 <青> 1 <任意> 4 (合計7),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp4-032,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""red"": 1, ""blue"": 1, ""any"": 4}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-001,base_hearts_counts_json,なし,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-002,base_hearts_counts_json,<黄> 3 <緑> 1 <青> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-002,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 3, ""green"": 1, ""blue"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-003,base_hearts_counts_json,<桃> 1 <赤> 1 <黄> 1 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-003,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""red"": 1, ""yellow"": 1, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-004,base_hearts_counts_json,<青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-004,base_hearts_counts_json_vs_reparsed,{},"{""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-005,base_hearts_counts_json,<赤> 1 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-005,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-006,base_hearts_counts_json,<桃> 1 <黄> 2 <青> 1 <紫> 3,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-006,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""yellow"": 2, ""blue"": 1, ""purple"": 3}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-007,base_hearts_counts_json,<赤> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-007,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-008,base_hearts_counts_json,<桃> 1 <黄> 1 <緑> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-008,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""yellow"": 1, ""green"": 2}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-009,base_hearts_counts_json,<紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-009,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-010,base_hearts_counts_json,<緑> 3 <青> 1 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-010,base_hearts_counts_json_vs_reparsed,{},"{""green"": 3, ""blue"": 1, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-011,base_hearts_counts_json,<桃> 2 <黄> 2 <緑> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-011,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""yellow"": 2, ""green"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-012,base_hearts_counts_json,<桃> 2 <赤> 2 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-012,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""red"": 2, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-013,base_hearts_counts_json,<桃> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-013,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-014,base_hearts_counts_json,<黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-014,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-015,base_hearts_counts_json,<赤> 1 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-015,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-016,base_hearts_counts_json,<青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-016,base_hearts_counts_json_vs_reparsed,{},"{""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-017,base_hearts_counts_json,<緑> 1 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-017,base_hearts_counts_json_vs_reparsed,{},"{""green"": 1, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-018,base_hearts_counts_json,<黄> 1 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-018,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-019,base_hearts_counts_json,<赤> 1 <黄> 1 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-019,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-020,base_hearts_counts_json,<桃> 1 <緑> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-020,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""green"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-021,base_hearts_counts_json,<紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-021,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-022,base_hearts_counts_json,<桃> 1 <緑> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-022,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""green"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-023,base_hearts_counts_json,<桃> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-023,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-024,base_hearts_counts_json,<桃> 1 <黄> 1 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-024,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""yellow"": 1, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-025,required_hearts_counts_json,<桃> 1 <赤> 1 <黄> 1 <任意> 4 (合計7),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-025,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""red"": 1, ""yellow"": 1, ""any"": 4}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-026,required_hearts_counts_json,<黄> 2 <任意> 4 (合計6),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-026,required_hearts_counts_json_vs_reparsed,{},"{""yellow"": 2, ""any"": 4}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-027,required_hearts_counts_json,<黄> 2 <青> 2 <紫> 1 <任意> 7 (合計12),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-027,required_hearts_counts_json_vs_reparsed,{},"{""yellow"": 2, ""blue"": 2, ""purple"": 1, ""any"": 7}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-028,required_hearts_counts_json,<赤> 2 <青> 1 (合計3),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-028,required_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-029,required_hearts_counts_json,<黄> 4 <緑> 1 <青> 1 <紫> 1 <任意> 10 (合計17),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-029,required_hearts_counts_json_vs_reparsed,{},"{""yellow"": 4, ""green"": 1, ""blue"": 1, ""purple"": 1, ""any"": 10}",S2,reparsed heart facts differ from source derived counts
PL!N-bp5-030,required_hearts_counts_json,<桃> 1 <赤> 1 <黄> 1 <緑> 1 <青> 1 <紫> 1 <任意> 7 (合計13),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp5-030,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""red"": 1, ""yellow"": 1, ""green"": 1, ""blue"": 1, ""purple"": 1, ""any"": 7}",S2,reparsed heart facts differ from source derived counts
PL!N-bp7-003,base_hearts_counts_json,なし,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp7-004,base_hearts_counts_json,<赤> 2 <青> 2 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp7-004,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""blue"": 2, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp7-005,base_hearts_counts_json,<赤> 1 <緑> 1 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp7-005,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""green"": 1, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp7-007,base_hearts_counts_json,<赤> 1 <黄> 1 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp7-007,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp7-009,base_hearts_counts_json,<黄> 1 <緑> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp7-009,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1, ""green"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-bp7-019,base_hearts_counts_json,<桃> 1 <赤> 1 <黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-bp7-019,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""red"": 1, ""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-001,base_hearts_counts_json,<桃> 2 <赤> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-001,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""red"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-002,base_hearts_counts_json,<黄> 2 <緑> 2 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-002,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 2, ""green"": 2, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-003,base_hearts_counts_json,<青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-003,base_hearts_counts_json_vs_reparsed,{},"{""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-004,base_hearts_counts_json,<緑> 2 <青> 2 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-004,base_hearts_counts_json_vs_reparsed,{},"{""green"": 2, ""blue"": 2, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-005,base_hearts_counts_json,<青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-005,base_hearts_counts_json_vs_reparsed,{},"{""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-006,base_hearts_counts_json,<緑> 1 <青> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-006,base_hearts_counts_json_vs_reparsed,{},"{""green"": 1, ""blue"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-007,base_hearts_counts_json,<桃> 2 <赤> 2 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-007,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""red"": 2, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-008,base_hearts_counts_json,<赤> 1 <黄> 1 <緑> 4 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-008,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1, ""green"": 4, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-009,base_hearts_counts_json,<黄> 2 <青> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-009,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 2, ""blue"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-010,base_hearts_counts_json,<桃> 1 <緑> 2 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-010,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""green"": 2, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-011,base_hearts_counts_json,<桃> 2 <黄> 2 <青> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-011,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""yellow"": 2, ""blue"": 2}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-012,base_hearts_counts_json,<桃> 3 <赤> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-012,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 3, ""red"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-013,base_hearts_counts_json,<桃> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-013,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-014,base_hearts_counts_json,<黄> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-014,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-015,base_hearts_counts_json,<桃> 1 <赤> 2 <黄> 1 <青> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-015,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""red"": 2, ""yellow"": 1, ""blue"": 2}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-016,base_hearts_counts_json,<青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-016,base_hearts_counts_json_vs_reparsed,{},"{""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-017,base_hearts_counts_json,<赤> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-017,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-018,base_hearts_counts_json,<青> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-018,base_hearts_counts_json_vs_reparsed,{},"{""blue"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-019,base_hearts_counts_json,<赤> 2 <緑> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-019,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""green"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-020,base_hearts_counts_json,<黄> 1 <緑> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-020,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1, ""green"": 2}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-021,base_hearts_counts_json,<紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-021,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-022,base_hearts_counts_json,<桃> 2 <緑> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-022,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""green"": 2}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-023,base_hearts_counts_json,<桃> 2 <黄> 2 <緑> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-023,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""yellow"": 2, ""green"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-024,base_hearts_counts_json,<桃> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-024,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-025,base_hearts_counts_json,<桃> 1 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-025,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-026,base_hearts_counts_json,<黄> 1 <緑> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-026,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1, ""green"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-027,base_hearts_counts_json,<青> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-027,base_hearts_counts_json_vs_reparsed,{},"{""blue"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-028,base_hearts_counts_json,<青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-028,base_hearts_counts_json_vs_reparsed,{},"{""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-029,base_hearts_counts_json,<赤> 1 <青> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-029,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""blue"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-030,base_hearts_counts_json,<桃> 1 <黄> 1 <緑> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-030,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""yellow"": 1, ""green"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-031,base_hearts_counts_json,<桃> 1 <赤> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-031,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""red"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-032,base_hearts_counts_json,<赤> 1 <緑> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-032,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""green"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-033,base_hearts_counts_json,<黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-033,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-034,base_hearts_counts_json,<緑> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-034,base_hearts_counts_json_vs_reparsed,{},"{""green"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-035,base_hearts_counts_json,<黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-035,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-036,base_hearts_counts_json,<桃> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-036,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-037,required_hearts_counts_json,<緑> 6 <任意> 6 (合計12),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
