audit_id,cardnumber,cardname,trigger,implementation_status,implementation_files,implementation_symbols,matcher_or_rule,pending_kind,resolve_path,ui_render_path,implementation_style,reachable,duplicate_route_suspected,dead_route_suspected,notes
PL!N-bp3-028#A01,PL!N-bp3-028,ツナガルコネクト,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,look_top_stage_group_count_keep_one_top_rest_waiting_reveal_score_if_live,look_top_stage_group_count_keep_one_top_rest_waiting_reveal_score_if_live,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp3-030#A01,PL!N-bp3-030,Love U my friends,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,live_success_revealed_all_card_score,live_success_revealed_all_card_score,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp3-031#A01,PL!N-bp3-031,MONSTER GIRLS,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,live_success_wait_stage_member_count_score,live_success_wait_stage_member_count_score,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-001#A01,PL!N-bp4-001,上原歩夢,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,live_success_energy_compare_opponent_apply,live_success_energy_compare_opponent_apply,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-002#A01,PL!N-bp4-002,中須かすみ,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,choose_player_deck_top_action,choose_self_or_opponent_top1_mill_optional,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-003#A01,PL!N-bp4-003,桜坂しずく,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,live_total_score_gt_opponent_wrapper,live_total_score_gt_opponent_wrapper,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-004#A01,PL!N-bp4-004,朝香果林,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,draw_then_opponent_wait,draw_1_then_opponent_wait_cost_upto1,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-004#A02,PL!N-bp4-004,朝香果林,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,opponent_wait_count_topdeck_green_group_members,opponent_wait_count_topdeck_green_group_members,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-005#A01,PL!N-bp4-005,宮下愛,登場,IMPLEMENTED,llocg_ui/engine.py,set_opponent_wait,set_opponent_wait_upto_n_state,confirm_effect,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-006#A01,PL!N-bp4-006,近江彼方,登場,IMPLEMENTED,llocg_ui/engine.py,hand_member_cost_le_group_entry_wait_if_bladeheart,hand_member_cost_le_group_entry_wait_if_bladeheart,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-007#A01,PL!N-bp4-007,優木せつ菜,登場,IMPLEMENTED,llocg_ui/engine.py,both_players_retrieve_live,both_players_retrieve_live,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-007#A02,PL!N-bp4-007,優木せつ菜,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!N-bp4-007#A03,PL!N-bp4-007,優木せつ菜,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,both_players_energy_put_wait,both_players_energy_put_wait_n,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-008#A01,PL!N-bp4-008,エマ・ヴェルデ,起動,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!N-bp4-009#A01,PL!N-bp4-009,天王寺璃奈,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,__ext__,live_start_my_cost_lower_draw2_hand_top1,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-010#A01,PL!N-bp4-010,三船栞子,登場,IMPLEMENTED,llocg_ui/engine.py,success_group_live_swap_with_green_group_live,success_group_live_swap_with_green_group_live,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-010#A02,PL!N-bp4-010,三船栞子,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,live_in_progress_same_name_success_gain_icons,live_in_progress_same_name_success_gain_icons,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-011#A01,PL!N-bp4-011,ミア・テイラー,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,__ext__,live_start_pay1_choose_any_heart,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-011#A02,PL!N-bp4-011,ミア・テイラー,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,mill_top_then_retrieve_if_distinct_group_live_names_at_least,mill_top_k_then_retrieve_if_distinct_group_live_names_at_least,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-012#A01,PL!N-bp4-012,鐘嵐珠,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!N-bp4-013#A01,PL!N-bp4-013,上原歩夢,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,gain_blade_until_end_live,gain_blade_until_end_live,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-016#A01,PL!N-bp4-016,朝香果林,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__;body_always_noop,enter_ginko_bp2016_reorder_top2;parenthetical_note_noop,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-017#A01,PL!N-bp4-017,宮下愛,起動,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_green_kind_one,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-018#A01,PL!N-bp4-018,近江彼方,自動,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!N-bp4-020#A01,PL!N-bp4-020,エマ・ヴェルデ,起動,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_green_kind_one,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-021#A01,PL!N-bp4-021,天王寺璃奈,登場,IMPLEMENTED,llocg_ui/engine.py,topdeck_from_green,topdeck_green_any_upto1_waiting_card,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-023#A01,PL!N-bp4-023,ミア・テイラー,登場,IMPLEMENTED,llocg_ui/engine.py,draw_then_discard,draw_n_discard_m,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-025#A01,PL!N-bp4-025,VIVID WORLD,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,yell_revealed_icons_convert_to_color,yell_revealed_icons_convert_to_color,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-025#A02,PL!N-bp4-025,VIVID WORLD,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,live_success_revealed_group_members_have_six_colors_score,live_success_revealed_group_members_have_six_colors_score,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-026#A01,PL!N-bp4-026,DIVE!,自動,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!N-bp4-026#A02,PL!N-bp4-026,DIVE!,自動,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!N-bp4-027#A01,PL!N-bp4-027,EMOTION,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,success_named_card_count_score_required_any_increase,success_named_card_count_score_required_any_increase,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-028#A01,PL!N-bp4-028,stars we chase,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,green_distinct_group_live_names_score_two_thresholds,green_distinct_group_live_names_score_two_thresholds,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-029#A01,PL!N-bp4-029,Rise Up High!,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,turn1_live_phase_score_stage_group_member_gain_blade,turn1_live_phase_score_stage_group_member_gain_blade,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp4-030#A01,PL!N-bp4-030,Daydream Mermaid,ライブ成功時,DB_DATA_MISMATCH,,,,,,,,NO,NO,NO,
PL!N-bp4-031#A01,PL!N-bp4-031,"NEO SKY, NEO MAP!",ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,stage_all_areas_group_cost_sum_draw_hand_top,stage_all_areas_group_cost_sum_draw_hand_top,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-001#A01,PL!N-bp5-001,上原歩夢,自動,DB_DATA_MISMATCH,,,,,,,,NO,NO,NO,
PL!N-bp5-001#A02,PL!N-bp5-001,上原歩夢,常時,UNREACHABLE,,,,,,,,NO,NO,YES,
PL!N-bp5-002#A01,PL!N-bp5-002,中須かすみ,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!N-bp5-003#A01,PL!N-bp5-003,桜坂しずく,起動,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!N-bp5-004#A01,PL!N-bp5-004,朝香果林,登場,IMPLEMENTED,llocg_ui/engine.py,set_opponent_wait_original_blade_eq;body_always_noop,set_opponent_wait_original_blade_eq;parenthetical_note_noop,effect_template_route;message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-005#A01,PL!N-bp5-005,宮下愛,自動,IMPLEMENTED,llocg_ui/engine.py,stage_to_green_effect_wrapper,stage_to_green_effect_wrapper,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-006#A01,PL!N-bp5-006,近江彼方,常時,IMPLEMENTED,llocg_ui/engine.py,body_always_noop,body_always_self_cannot_active,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-006#A02,PL!N-bp5-006,近江彼方,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,live_success_self_other_stage_member_wait,live_success_self_other_stage_member_wait,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-007#A01,PL!N-bp5-007,優木せつ菜,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,opponent_success_count_same_gain_icons,opponent_success_count_same_gain_icons,confirm_effect,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-007#A02,PL!N-bp5-007,優木せつ菜,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,live_success_excess_total_gte_apply,live_success_excess_total_gte_apply,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-008#A01,PL!N-bp5-008,エマ・ヴェルデ,起動,IMPLEMENTED,llocg_ui/engine.py,energy_activate,energy_activate_n,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-009#A01,PL!N-bp5-009,天王寺璃奈,登場,IMPLEMENTED,llocg_ui/engine.py,look_top_choose_filtered,look_top_k_optional_cost_ge_group_member,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-010#A01,PL!N-bp5-010,三船栞子,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,live_success_total_score_excess_zero_or_gte_adjust,live_success_total_score_excess_zero_or_gte_adjust,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-011#A01,PL!N-bp5-011,ミア・テイラー,登場,DB_DATA_MISMATCH,,,,,,,,NO,NO,NO,
PL!N-bp5-012#A01,PL!N-bp5-012,鐘嵐珠,起動,IMPLEMENTED,llocg_ui/engine.py,draw_then_gain_icons_until_end_live,draw_n_then_gain_icons_until_end_live,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-012#A02,PL!N-bp5-012,鐘嵐珠,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,live_total_score_gt_opponent_wrapper,live_total_score_gt_opponent_wrapper,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-013#A01,PL!N-bp5-013,上原歩夢,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,stage_has_under_energy_gain_icons,stage_has_under_energy_gain_icons,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-014#A01,PL!N-bp5-014,中須かすみ,起動,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_green_kind_one,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-015#A01,PL!N-bp5-015,桜坂しずく,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,stage_has_all_colors_gain_blades,stage_has_all_colors_gain_blades,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-016#A01,PL!N-bp5-016,朝香果林,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,draw_then_discard,draw_n_discard_m,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-019#A01,PL!N-bp5-019,優木せつ菜,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_green_kind_one,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-021#A01,PL!N-bp5-021,天王寺璃奈,登場,IMPLEMENTED,llocg_ui/engine.py,mill_top_then_waiting_live_to_deck_nth_optional,mill_top_k_then_waiting_live_to_deck_nth_optional,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-022#A01,PL!N-bp5-022,三船栞子,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_green_kind_one,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-023#A01,PL!N-bp5-023,ミア・テイラー,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,draw_then_discard,draw_n_discard_m,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-026#A01,PL!N-bp5-026,TOKIMEKI Runners,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,stage_has_all_colors_score,stage_has_all_colors_score,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-026#A02,PL!N-bp5-026,TOKIMEKI Runners,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,live_success_this_score_eq_retrieve_group_card,live_success_this_score_eq_retrieve_group_card,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-027#A01,PL!N-bp5-027,ミラクル STAY TUNE！,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,success_total_and_stage_distinct_names_score,success_total_and_stage_distinct_names_score,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-028#A01,PL!N-bp5-028,CHASE!,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,stage_heart_member_this_live_score_and_required_set,stage_red_heart_member_this_live_score_and_required_red_set,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-029#A01,PL!N-bp5-029,無敵級＊ビリーバー,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,stage_named_exists_reveal_topk_named_pick_gain_picked_hearts,stage_named_exists_reveal_topk_named_pick_gain_picked_hearts,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp5-030#A01,PL!N-bp5-030,繚乱！ビクトリーロード,自動,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!N-bp5-030#A02,PL!N-bp5-030,繚乱！ビクトリーロード,ライブ開始時,DB_DATA_MISMATCH,,,,,,,,NO,NO,NO,
PL!N-bp5-030#A03,PL!N-bp5-030,繚乱！ビクトリーロード,自動,UNREACHABLE,,,,,,,,NO,NO,YES,
PL!N-bp5-030#A04,PL!N-bp5-030,繚乱！ビクトリーロード,ライブ成功時,UNREACHABLE,,,,,,,,NO,NO,YES,
PL!N-bp7-003#A01,PL!N-bp7-003,桜坂しずく,起動,IMPLEMENTED,llocg_ui/engine.py,green_member_cost_le_group_to_under_self,green_member_cost_le_group_to_under_self,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp7-003#A02,PL!N-bp7-003,桜坂しずく,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,under_unique_member_names_gain_blades,under_unique_member_names_gain_blades,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp7-004#A01,PL!N-bp7-004,朝香果林,起動,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!N-bp7-005#A01,PL!N-bp7-005,宮下愛,登場,DB_DATA_MISMATCH,,,,,,,,NO,NO,NO,
PL!N-bp7-007#A01,PL!N-bp7-007,優木せつ菜,常時,IMPLEMENTED,llocg_ui/engine.py,body_always_noop,body_always_under_energy_gain_icons,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp7-007#A02,PL!N-bp7-007,優木せつ菜,常時,IMPLEMENTED,llocg_ui/engine.py,body_always_noop,body_always_energy_gt_diff_gain_icons,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp7-007#A03,PL!N-bp7-007,優木せつ菜,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,energy_deck_to_under_self,energy_deck_to_under_self,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp7-009#A01,PL!N-bp7-009,天王寺璃奈,登場,IMPLEMENTED,llocg_ui/engine.py,both_players_mill_top_k,both_players_mill_top_k,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp7-019#A01,PL!N-bp7-019,優木せつ菜,自動,IMPLEMENTED,llocg_ui/engine.py,stage_leave_baton_target_group_wrapper,stage_leave_baton_target_group_wrapper,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-bp7-027#A01,PL!N-bp7-027,オードリー,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,live_success_choose_stage_group_member_blade_compare_score,live_success_choose_stage_group_member_blade_compare_score,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-pb1-001#A01,PL!N-pb1-001,上原歩夢,登場,IMPLEMENTED,llocg_ui/engine.py,other_stage_cost_member_apply_inner,other_stage_cost_member_apply_inner,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-pb1-001#A02,PL!N-pb1-001,上原歩夢,常時,IMPLEMENTED,llocg_ui/engine.py,body_always_noop,body_always_live_in_progress_count_gte_icons,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-pb1-002#A01,PL!N-pb1-002,中須かすみ,登場,IMPLEMENTED,llocg_ui/engine.py,energy_zone_to_under_self_optional,energy_zone_to_under_self_optional,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-pb1-002#A02,PL!N-pb1-002,中須かすみ,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!N-pb1-003#A01,PL!N-pb1-003,桜坂しずく,起動,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!N-pb1-004#A01,PL!N-pb1-004,朝香果林,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!N-pb1-004#A02,PL!N-pb1-004,朝香果林,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,reveal_top1_cost_le_member_hand_then_self_position_change,reveal_top1_cost_le_member_hand_then_self_position_change,position_change,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-pb1-005#A01,PL!N-pb1-005,宮下愛,自動,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!N-pb1-006#A01,PL!N-pb1-006,近江彼方,起動,IMPLEMENTED,llocg_ui/engine.py,energy_activate,energy_activate_n,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-pb1-007#A01,PL!N-pb1-007,優木せつ菜,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!N-pb1-008#A01,PL!N-pb1-008,エマ・ヴェルデ,常時,IMPLEMENTED,llocg_ui/engine.py,body_always_noop,body_always_hand_cost_wait_stage_group,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-pb1-008#A02,PL!N-pb1-008,エマ・ヴェルデ,登場,IMPLEMENTED,llocg_ui/engine.py,stage_member_or_energy_activate_choice,stage_member_or_energy_activate_choice,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-pb1-009#A01,PL!N-pb1-009,天王寺璃奈,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,live_zone_no_bh_member_left_this_turn_draw_gain_icons_manual,live_zone_no_bh_member_left_this_turn_draw_gain_icons_manual,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-pb1-010#A01,PL!N-pb1-010,三船栞子,登場,DB_DATA_MISMATCH,,,,,,,,NO,NO,NO,
PL!N-pb1-011#A01,PL!N-pb1-011,ミア・テイラー,常時,IMPLEMENTED,llocg_ui/engine.py,body_always_noop,body_always_under_energy_gain_icons,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-pb1-011#A02,PL!N-pb1-011,ミア・テイラー,起動,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_green_kind_one,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!N-pb1-012#A01,PL!N-pb1-012,鐘嵐珠,自動,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
